origen,destino,distancia_km,tipo_transporte,dia_semana,hora,es_hora_pico,es_finde_semana,tiempo_viaje_min,costo,transferencias,clima,ocupacion_estimada
Bello,Aguacatala,8.9,Caminando,Domingo,17,1,1,33.7,8758,2,Tormenta,44
Sabaneta,Madera,7.4,Metro,Martes,12,1,0,3.2,7829,3,Nublado,93
Itagui,Poblado,7.4,Caminando,Domingo,10,0,1,12.2,6971,1,Soleado,65
Floresta,Prado,14.0,Taxi,Sabado,21,0,1,2.5,14336,0,Lluvia,66
Niquia,San Antonio,6.4,Metro,Viernes,20,0,0,1.8,6579,2,Tormenta,84
Caribe,Poblado,10.4,Caminando,Jueves,1,0,0,24.5,9422,2,Tormenta,25
Tricentenario,Exposiciones,3.2,Cable,Viernes,5,0,0,1.9,3309,2,Soleado,57
Hospital,Tricentenario,6.3,Taxi,Jueves,10,0,0,0.9,7371,0,Lluvia,72
Suramericana,Envigado,10.8,Bus,Lunes,20,0,0,3.6,10120,0,Nublado,91
Exposiciones,San Antonio,7.1,Bus,Jueves,18,1,0,5.1,7867,3,Tormenta,13
Floresta,Aguacatala,8.0,Metro,Jueves,1,0,0,3.1,7536,1,Nublado,66
Bello,Madera,14.9,Taxi,Jueves,2,0,0,3.6,14870,3,Soleado,94
Floresta,La Estrella,7.1,Cable,Sabado,16,0,1,1.5,7412,3,Lluvia,10
Floresta,San Antonio,7.0,Taxi,Viernes,16,0,0,1.4,7532,3,Lluvia,18
Prado,Caribe,9.8,Cable,Miercoles,11,1,0,3.1,10349,3,Nublado,63
Universidad,Floresta,2.2,Taxi,Jueves,18,1,0,0.5,2418,1,Soleado,50
Itagui,Cisneros,4.0,Metro,Miercoles,14,1,0,8.0,4244,2,Lluvia,63
Poblado,Cisneros,2.5,Cable,Jueves,11,1,0,0.9,2008,2,Lluvia,63
Envigado,Sabaneta,6.6,Bus,Jueves,2,0,0,3.1,6765,3,Tormenta,95
Poblado,Suramericana,6.4,Cable,Jueves,15,0,0,1.4,6406,0,Lluvia,26
Niquia,Envigado,5.4,Taxi,Martes,4,0,0,1.3,4514,3,Lluvia,17
Parque Berrio,Sabaneta,8.4,Caminando,Viernes,16,0,0,17.4,7333,3,Lluvia,48
Floresta,Prado,2.1,Bus,Jueves,0,0,0,0.9,1722,3,Nublado,86
Cisneros,Envigado,12.0,Cable,Domingo,7,1,1,3.1,10452,2,Tormenta,65
Universidad,Sabaneta,4.6,Metro,Martes,5,0,0,1.3,5318,1,Nublado,40
Cisneros,Niquia,10.4,Metro,Martes,3,0,0,3.3,11149,2,Lluvia,76
Aguacatala,San Antonio,6.0,Taxi,Lunes,22,0,0,1.2,5028,2,Nublado,62
Sabaneta,Poblado,5.4,Taxi,Viernes,14,1,0,2.3,4871,3,Soleado,94
Hospital,Alpujarra,14.6,Taxi,Miercoles,13,1,0,4.6,15724,2,Tormenta,95
Prado,Madera,5.6,Cable,Lunes,17,1,0,2.0,6199,0,Tormenta,26
Prado,Poblado,6.9,Caminando,Viernes,20,0,0,16.3,6907,2,Nublado,65
Ayura,Alpujarra,3.7,Metro,Sabado,18,1,1,2.0,3049,0,Soleado,26
La Estrella,Aguacatala,13.0,Metro,Viernes,1,0,0,4.8,10452,1,Tormenta,30
Acevedo,Caribe,9.0,Metro,Lunes,20,0,0,3.2,10566,3,Nublado,49
Cisneros,Floresta,3.1,Taxi,Sabado,22,0,1,0.5,3125,1,Nublado,87
Universidad,Santa Lucia,5.0,Taxi,Domingo,16,0,1,1.1,4825,1,Soleado,45
Niquia,Prado,5.4,Metro,Miercoles,15,0,0,2.1,5103,0,Lluvia,30
Bello,Caribe,11.5,Taxi,Domingo,9,0,1,2.1,11362,0,Nublado,41
Caribe,Envigado,1.3,Metro,Lunes,20,0,0,1.3,1174,0,Soleado,89
Niquia,Aguacatala,4.3,Cable,Miercoles,21,0,0,0.8,3724,3,Tormenta,90
La Estrella,Hospital,4.6,Cable,Martes,11,1,0,1.4,4798,1,Lluvia,51
Parque Berrio,Itagui,3.5,Metro,Miercoles,14,1,0,1.7,4022,1,Nublado,83
Floresta,Tricentenario,10.9,Caminando,Sabado,5,0,1,24.7,10649,0,Soleado,36
Prado,Hospital,3.2,Bus,Domingo,1,0,1,1.4,3562,2,Nublado,46
Suramericana,Poblado,12.6,Cable,Lunes,6,1,0,4.1,12978,0,Soleado,28
Poblado,Alpujarra,5.4,Caminando,Lunes,18,1,0,15.5,4817,0,Soleado,63
San Javier,Caribe,13.0,Bus,Sabado,22,0,1,5.9,10985,0,Soleado,45
Cisneros,Prado,6.5,Bus,Lunes,8,1,0,3.2,7787,3,Soleado,42
Tricentenario,Universidad,9.8,Metro,Jueves,1,0,0,2.8,10055,3,Nublado,50
Caribe,Aguacatala,13.9,Caminando,Sabado,20,0,1,25.8,11509,1,Nublado,79
Estadio,Alpujarra,9.2,Bus,Martes,0,0,0,4.6,8354,1,Lluvia,75
Floresta,Industriales,6.6,Cable,Domingo,10,0,1,1.3,5834,2,Tormenta,93
Niquia,Prado,4.1,Taxi,Miercoles,13,1,0,1.6,4875,3,Lluvia,18
San Antonio,Parque Berrio,7.5,Cable,Domingo,10,0,1,1.5,8902,0,Lluvia,23
Suramericana,Floresta,6.0,Cable,Martes,18,1,0,1.9,5802,3,Soleado,15
Suramericana,La Estrella,11.4,Bus,Domingo,7,1,1,5.7,10705,2,Nublado,21
Niquia,Sabaneta,2.3,Bus,Sabado,4,0,1,0.8,2530,2,Nublado,68
La Estrella,Tricentenario,1.6,Bus,Sabado,12,1,1,0.7,1454,0,Nublado,89
Aguacatala,Bello,3.2,Caminando,Domingo,7,1,1,28.8,3152,1,Lluvia,95
Universidad,La Estrella,1.5,Bus,Jueves,19,1,0,1.1,1434,3,Nublado,81
Prado,Niquia,3.8,Cable,Domingo,21,0,1,0.7,4085,1,Lluvia,73
Exposiciones,Aguacatala,8.1,Caminando,Lunes,1,0,0,15.0,8100,3,Lluvia,98
Envigado,Hospital,3.9,Cable,Miercoles,0,0,0,0.8,4481,2,Soleado,77
San Antonio,Alpujarra,3.3,Caminando,Jueves,10,0,0,6.5,3280,1,Nublado,28
San Antonio,Aguacatala,11.0,Bus,Domingo,7,1,1,9.5,12210,1,Tormenta,17
Floresta,San Javier,11.9,Taxi,Jueves,5,0,0,2.6,11043,3,Tormenta,60
Acevedo,Bello,2.2,Taxi,Viernes,9,0,0,0.3,2336,3,Nublado,74
Cisneros,Envigado,14.2,Cable,Miercoles,22,0,0,2.9,13178,2,Soleado,41
San Javier,Cisneros,9.7,Caminando,Viernes,2,0,0,18.0,8895,2,Lluvia,16
Envigado,Itagui,13.2,Bus,Martes,20,0,0,5.4,11378,3,Nublado,44
Aguacatala,Industriales,7.9,Caminando,Martes,4,0,0,15.8,7315,0,Soleado,96
Caribe,Universidad,2.3,Metro,Domingo,12,1,1,2.6,2521,0,Lluvia,29
Universidad,Madera,10.5,Bus,Lunes,12,1,0,4.8,8820,1,Tormenta,15
Caribe,Prado,7.8,Metro,Jueves,19,1,0,2.9,8650,0,Nublado,22
San Javier,Suramericana,6.6,Cable,Sabado,20,0,1,1.3,5300,0,Soleado,93
Itagui,San Javier,12.8,Metro,Martes,12,1,0,8.4,12160,2,Nublado,42
Universidad,Cisneros,13.8,Caminando,Jueves,3,0,0,25.5,13179,3,Soleado,24
Poblado,San Javier,1.2,Metro,Sabado,17,1,1,0.6,979,2,Soleado,15
Sabaneta,Hospital,5.0,Caminando,Domingo,17,1,1,17.6,4520,1,Soleado,58
San Javier,Santa Lucia,3.5,Metro,Lunes,11,1,0,2.0,4116,2,Nublado,67
Exposiciones,Caribe,13.4,Taxi,Lunes,20,0,0,2.1,13708,3,Lluvia,47
Caribe,Envigado,10.5,Bus,Jueves,12,1,0,5.4,11109,0,Soleado,65
Poblado,Cisneros,14.3,Caminando,Miercoles,23,0,0,23.0,13871,1,Tormenta,42
Estadio,Caribe,3.4,Cable,Viernes,7,1,0,1.0,3913,2,Nublado,92
Niquia,San Antonio,9.5,Metro,Viernes,6,1,0,3.9,7733,3,Lluvia,50
Niquia,Envigado,8.7,Taxi,Domingo,10,0,1,1.7,7230,1,Tormenta,74
Prado,Poblado,11.3,Cable,Domingo,15,0,1,2.3,9176,3,Tormenta,44
San Javier,Parque Berrio,5.5,Metro,Lunes,16,0,0,5.5,4856,3,Nublado,68
La Estrella,Sabaneta,8.7,Cable,Lunes,23,0,0,1.8,10031,1,Nublado,11
Alpujarra,Acevedo,4.6,Metro,Sabado,2,0,1,1.5,4582,0,Soleado,89
Sabaneta,Bello,1.6,Taxi,Jueves,5,0,0,0.3,1664,2,Tormenta,19
Floresta,Madera,4.8,Cable,Domingo,21,0,1,0.9,4920,3,Tormenta,34
La Estrella,Santa Lucia,7.3,Metro,Martes,8,1,0,3.4,7869,0,Nublado,79
San Javier,Ayura,2.4,Metro,Jueves,1,0,0,0.9,2330,3,Tormenta,98
Exposiciones,Aguacatala,2.8,Cable,Sabado,2,0,1,0.6,2377,3,Soleado,82
Tricentenario,Cisneros,5.6,Metro,Martes,13,1,0,3.4,6653,0,Nublado,29
San Javier,Universidad,14.4,Caminando,Viernes,8,1,0,41.2,14904,1,Lluvia,34
Floresta,Tricentenario,8.4,Metro,Jueves,11,1,0,4.5,8266,3,Nublado,68
Caribe,La Estrella,10.8,Caminando,Martes,6,1,0,40.3,10044,0,Nublado,83
Ayura,Exposiciones,11.7,Cable,Viernes,22,0,0,2.2,10167,3,Nublado,84
Envigado,Hospital,2.8,Taxi,Lunes,21,0,0,0.5,3290,3,Tormenta,61
Caribe,Cisneros,14.6,Bus,Domingo,7,1,1,12.2,11695,3,Nublado,17
Acevedo,Poblado,11.9,Cable,Jueves,7,1,0,3.6,11793,3,Nublado,42
Santa Lucia,San Antonio,3.4,Bus,Viernes,6,1,0,2.6,3097,1,Lluvia,68
Bello,San Antonio,12.2,Taxi,Sabado,11,1,1,3.5,11663,1,Lluvia,47
Tricentenario,Madera,4.7,Metro,Domingo,14,1,1,2.3,4907,2,Nublado,20
La Estrella,Envigado,6.3,Caminando,Martes,5,0,0,12.6,5279,1,Soleado,25
Industriales,Prado,13.6,Cable,Martes,19,1,0,4.1,14362,3,Nublado,42
Poblado,Estadio,6.2,Bus,Domingo,6,1,1,4.6,4966,0,Tormenta,50
Suramericana,Acevedo,12.2,Taxi,Martes,20,0,0,2.1,13310,1,Nublado,16
San Antonio,Aguacatala,11.4,Caminando,Sabado,8,1,1,35.9,9929,2,Tormenta,48
Hospital,Estadio,14.2,Cable,Miercoles,20,0,0,2.7,15975,0,Lluvia,90
Industriales,Niquia,2.6,Cable,Lunes,23,0,0,0.5,2870,3,Nublado,67
Parque Berrio,La Estrella,9.4,Metro,Lunes,2,0,0,3.4,9146,0,Tormenta,19
Estadio,Prado,2.4,Cable,Miercoles,11,1,0,0.8,2153,0,Tormenta,15
Niquia,Parque Berrio,8.8,Metro,Domingo,15,0,1,3.3,9337,1,Nublado,24
Caribe,Bello,11.5,Caminando,Domingo,2,0,1,24.1,11385,0,Tormenta,89
Exposiciones,Suramericana,8.1,Cable,Jueves,19,1,0,2.0,6755,2,Soleado,45
Cisneros,Prado,10.0,Bus,Lunes,12,1,0,5.1,10730,3,Soleado,55
Itagui,Alpujarra,11.4,Bus,Martes,22,0,0,5.1,11776,2,Tormenta,99
Industriales,Universidad,9.3,Cable,Viernes,19,1,0,2.5,9672,1,Tormenta,66
Industriales,Niquia,1.6,Cable,Lunes,23,0,0,0.3,1877,0,Lluvia,10
Estadio,Prado,5.8,Bus,Domingo,1,0,1,2.7,5034,2,Tormenta,89
La Estrella,Exposiciones,4.0,Cable,Miercoles,19,1,0,1.2,3232,3,Lluvia,20
Suramericana,Caribe,2.8,Metro,Jueves,2,0,0,0.8,2685,2,Soleado,77
Niquia,Cisneros,1.9,Bus,Viernes,11,1,0,1.2,1832,3,Lluvia,40
San Antonio,Caribe,11.8,Taxi,Martes,7,1,0,4.7,12130,3,Lluvia,51
Poblado,Hospital,11.2,Cable,Sabado,17,1,1,3.4,10853,2,Tormenta,68
Suramericana,Itagui,12.3,Metro,Miercoles,21,0,0,4.5,12854,1,Lluvia,82
San Javier,Suramericana,12.0,Cable,Martes,5,0,0,2.4,13188,0,Nublado,17
Cisneros,Hospital,7.1,Caminando,Lunes,8,1,0,16.7,7753,0,Nublado,46
Tricentenario,Poblado,4.1,Caminando,Viernes,15,0,0,8.8,4764,1,Tormenta,58
Santa Lucia,Hospital,6.8,Taxi,Lunes,19,1,0,2.0,5515,2,Soleado,75
Alpujarra,Tricentenario,4.7,Metro,Miercoles,7,1,0,2.0,5024,3,Nublado,67
Tricentenario,Envigado,15.0,Bus,Domingo,12,1,1,10.3,15885,0,Lluvia,23
Santa Lucia,Sabaneta,1.7,Metro,Jueves,2,0,0,0.5,2001,1,Soleado,74
Cisneros,Alpujarra,4.5,Taxi,Domingo,2,0,1,1.0,3722,1,Soleado,90
Sabaneta,Universidad,11.2,Metro,Jueves,15,0,0,4.0,12286,1,Tormenta,72
Floresta,Estadio,7.4,Cable,Sabado,14,1,1,2.3,7348,2,Lluvia,54
Parque Berrio,Alpujarra,13.6,Caminando,Jueves,6,1,0,43.8,15722,2,Nublado,55
Estadio,Floresta,6.3,Metro,Martes,1,0,0,1.9,5702,1,Soleado,78
Sabaneta,Estadio,3.6,Bus,Miercoles,22,0,0,1.8,3550,0,Lluvia,93
Ayura,San Antonio,3.0,Taxi,Miercoles,14,1,0,0.8,3048,0,Tormenta,66
Parque Berrio,Floresta,11.4,Metro,Viernes,20,0,0,3.5,11902,3,Nublado,23
Industriales,Parque Berrio,10.3,Caminando,Martes,23,0,0,20.2,11289,3,Nublado,16
Caribe,Sabaneta,12.6,Taxi,Martes,13,1,0,4.5,11088,1,Lluvia,74
Sabaneta,Universidad,6.2,Cable,Lunes,3,0,0,1.2,7390,0,Lluvia,87
Alpujarra,Madera,9.7,Cable,Domingo,23,0,1,1.8,10651,2,Lluvia,60
San Javier,Parque Berrio,3.0,Taxi,Domingo,8,1,1,0.9,2967,1,Lluvia,29
Floresta,Ayura,5.6,Cable,Jueves,17,1,0,1.5,6166,3,Tormenta,86
San Javier,Alpujarra,6.3,Metro,Miercoles,21,0,0,2.5,7024,1,Tormenta,72
Tricentenario,Suramericana,13.7,Taxi,Jueves,23,0,0,3.0,15796,2,Soleado,69
Aguacatala,Floresta,4.8,Metro,Sabado,15,0,1,1.8,4450,0,Tormenta,22
Hospital,Santa Lucia,9.2,Taxi,Martes,23,0,0,1.5,7765,3,Lluvia,54
Aguacatala,San Antonio,10.1,Bus,Domingo,11,1,1,7.6,9120,1,Tormenta,72
San Javier,Ayura,6.9,Taxi,Domingo,11,1,1,2.6,6741,2,Tormenta,24
Santa Lucia,San Antonio,2.1,Taxi,Viernes,21,0,0,0.4,2306,2,Soleado,82
Hospital,Poblado,9.9,Bus,Viernes,8,1,0,6.2,11444,3,Soleado,19
Hospital,Universidad,3.6,Caminando,Sabado,13,1,1,9.7,3154,2,Tormenta,87
Exposiciones,Madera,10.0,Caminando,Viernes,2,0,0,19.4,11780,2,Tormenta,84
Aguacatala,Itagui,11.4,Taxi,Sabado,15,0,1,1.8,10420,0,Lluvia,30
Aguacatala,San Javier,6.4,Metro,Miercoles,22,0,0,2.5,5709,2,Soleado,64
Prado,Tricentenario,7.8,Bus,Viernes,3,0,0,2.9,9298,0,Soleado,72
Exposiciones,Universidad,4.4,Metro,Viernes,2,0,0,1.8,4699,2,Lluvia,38
Suramericana,Exposiciones,3.7,Metro,Lunes,4,0,0,1.2,3848,1,Lluvia,72
Poblado,Alpujarra,3.3,Cable,Viernes,23,0,0,0.7,2749,0,Lluvia,11
Cisneros,Santa Lucia,7.6,Metro,Martes,23,0,0,2.0,7273,1,Tormenta,48
Santa Lucia,Exposiciones,12.0,Bus,Lunes,4,0,0,5.8,13020,1,Soleado,41
Cisneros,Envigado,8.1,Metro,Jueves,13,1,0,5.7,8805,2,Nublado,93
San Javier,Madera,8.0,Metro,Martes,20,0,0,2.2,8864,0,Nublado,91
Exposiciones,Poblado,10.1,Cable,Lunes,7,1,0,3.2,8454,1,Nublado,63
San Antonio,Sabaneta,3.7,Caminando,Sabado,10,0,1,8.8,3052,1,Lluvia,13
Cisneros,Hospital,9.9,Cable,Viernes,6,1,0,3.1,8702,2,Lluvia,26
Santa Lucia,Poblado,9.1,Taxi,Viernes,14,1,0,2.9,10683,1,Soleado,57
Exposiciones,Envigado,12.1,Cable,Domingo,1,0,1,2.2,12136,2,Nublado,46
Sabaneta,Parque Berrio,3.2,Caminando,Jueves,2,0,0,7.0,2947,1,Soleado,19
San Antonio,Acevedo,8.0,Taxi,Martes,14,1,0,1.9,6744,3,Lluvia,66
Industriales,Alpujarra,10.8,Bus,Jueves,5,0,0,5.1,11772,2,Lluvia,100
Itagui,Santa Lucia,8.9,Metro,Domingo,18,1,1,4.5,10511,2,Lluvia,68
Aguacatala,Cisneros,13.9,Cable,Martes,2,0,0,2.8,15568,2,Soleado,14
Santa Lucia,Itagui,11.1,Metro,Miercoles,11,1,0,6.3,10057,2,Nublado,59
Suramericana,Niquia,3.2,Metro,Viernes,9,0,0,1.0,2733,2,Nublado,62
Bello,Floresta,14.9,Caminando,Miercoles,17,1,0,37.8,13619,1,Soleado,18
Caribe,Niquia,12.9,Caminando,Jueves,13,1,0,35.3,10423,1,Tormenta,38
Parque Berrio,Suramericana,6.1,Taxi,Lunes,7,1,0,1.9,6844,0,Lluvia,61
San Javier,San Antonio,7.8,Cable,Martes,6,1,0,2.0,7043,1,Soleado,60
Prado,Estadio,4.8,Caminando,Viernes,18,1,0,14.7,5674,1,Soleado,55
Ayura,Envigado,12.9,Cable,Miercoles,3,0,0,2.5,11210,1,Tormenta,63
Tricentenario,Alpujarra,10.6,Taxi,Jueves,16,0,0,2.2,10134,0,Soleado,47
Exposiciones,Acevedo,1.6,Taxi,Sabado,14,1,1,0.4,1307,3,Nublado,76
Ayura,San Antonio,9.8,Taxi,Domingo,14,1,1,3.1,11613,1,Soleado,80
Sabaneta,Prado,14.2,Metro,Viernes,3,0,0,4.5,12950,1,Soleado,35
Niquia,Exposiciones,10.2,Taxi,Jueves,21,0,0,2.3,8507,0,Soleado,84
La Estrella,Bello,13.0,Bus,Lunes,19,1,0,5.3,12272,0,Nublado,50
Itagui,Poblado,11.2,Caminando,Domingo,23,0,1,20.0,10371,3,Tormenta,69
Exposiciones,Poblado,12.8,Metro,Jueves,12,1,0,7.6,10701,1,Lluvia,12
La Estrella,Universidad,8.5,Caminando,Lunes,15,0,0,15.6,9639,1,Soleado,77
Acevedo,Envigado,10.7,Bus,Lunes,7,1,0,6.2,12305,3,Soleado,33
Exposiciones,Suramericana,13.3,Cable,Lunes,16,0,0,2.6,12741,0,Lluvia,25
Hospital,Prado,1.8,Metro,Domingo,15,0,1,0.6,1856,3,Soleado,85
Tricentenario,Floresta,11.7,Caminando,Viernes,19,1,0,35.8,12016,2,Tormenta,44
Bello,Exposiciones,10.5,Caminando,Domingo,5,0,1,16.9,10426,3,Tormenta,77
Aguacatala,Acevedo,11.6,Caminando,Miercoles,5,0,0,22.9,11519,2,Lluvia,69
Madera,Hospital,7.7,Cable,Domingo,18,1,1,2.2,7377,2,Nublado,67
Alpujarra,Suramericana,14.6,Bus,Martes,14,1,0,8.7,15651,1,Lluvia,27
Floresta,Industriales,12.4,Caminando,Martes,1,0,0,23.5,10565,0,Lluvia,65
Aguacatala,Hospital,5.5,Bus,Lunes,11,1,0,3.5,4499,2,Soleado,94
Industriales,Suramericana,8.1,Caminando,Domingo,19,1,1,19.1,7549,3,Lluvia,99
Bello,Universidad,1.7,Cable,Viernes,16,0,0,0.4,2008,2,Tormenta,35
Santa Lucia,Hospital,4.4,Bus,Sabado,18,1,1,3.3,5249,2,Tormenta,16
San Antonio,Madera,12.9,Taxi,Domingo,23,0,1,3.1,12977,1,Soleado,91
Universidad,Cisneros,7.5,Bus,Domingo,21,0,1,2.8,8865,3,Nublado,98
Ayura,San Javier,7.7,Cable,Viernes,14,1,0,2.2,7007,3,Soleado,36
San Javier,Envigado,8.8,Taxi,Domingo,8,1,1,3.0,9407,0,Nublado,25
Suramericana,Sabaneta,2.3,Bus,Miercoles,23,0,0,1.1,2666,1,Nublado,75
Estadio,Santa Lucia,4.4,Metro,Domingo,5,0,1,1.5,3731,2,Lluvia,53
Alpujarra,Prado,5.5,Metro,Sabado,19,1,1,3.7,4636,2,Soleado,16
Hospital,Exposiciones,13.7,Cable,Sabado,0,0,1,2.6,14289,1,Lluvia,95
Parque Berrio,La Estrella,6.0,Metro,Sabado,14,1,1,2.9,6990,3,Nublado,21
Universidad,Tricentenario,3.4,Taxi,Viernes,16,0,0,0.7,3264,3,Lluvia,90
Universidad,San Antonio,4.0,Cable,Jueves,1,0,0,0.8,4312,3,Nublado,76
Sabaneta,Cisneros,6.5,Taxi,Martes,14,1,0,4.1,6487,0,Soleado,70
Caribe,Estadio,4.3,Cable,Miercoles,16,0,0,0.8,4124,0,Lluvia,95
Aguacatala,Parque Berrio,7.1,Caminando,Martes,20,0,0,17.0,8044,1,Soleado,39
Acevedo,Bello,11.8,Metro,Viernes,13,1,0,6.9,12602,2,Lluvia,50
Parque Berrio,Madera,7.4,Taxi,Jueves,17,1,0,3.1,6534,2,Soleado,23
La Estrella,Niquia,2.1,Caminando,Lunes,16,0,0,4.0,2125,0,Soleado,33
Exposiciones,Niquia,9.9,Taxi,Domingo,18,1,1,3.1,10504,0,Tormenta,27
Parque Berrio,Prado,9.8,Metro,Lunes,13,1,0,4.8,8947,1,Soleado,65
Alpujarra,Bello,13.6,Bus,Martes,8,1,0,10.0,16048,2,Soleado,68
Madera,Cisneros,11.6,Metro,Martes,0,0,0,4.0,10278,1,Soleado,54
La Estrella,Estadio,2.3,Metro,Miercoles,13,1,0,1.1,2072,0,Tormenta,20
Prado,Aguacatala,11.3,Caminando,Jueves,11,1,0,29.5,12227,1,Lluvia,84
