origen,destino,distancia_km,dia_semana,hora,es_hora_pico,es_finde_semana,es_urgente,presupuesto,transporte_optimo
Parque Berrio,Floresta,5.5,Jueves,19,1,0,0,bajo,Bus
Caribe,Hospital,17.1,Miercoles,12,1,0,1,medio,Taxi
San Javier,Alpujarra,8.5,Domingo,15,0,1,0,alto,Taxi
Bello,Estadio,9.5,Sabado,23,0,1,0,alto,Metro
Acevedo,Sabaneta,5.3,Domingo,21,0,1,0,medio,Taxi
La Estrella,Ayura,9.3,Sabado,4,0,1,0,bajo,Bus
Tricentenario,Envigado,14.0,Martes,5,0,0,0,medio,Bus
Bello,Envigado,10.2,Miercoles,9,0,0,1,alto,Taxi
Industriales,Itagui,11.5,Domingo,20,0,1,0,alto,Metro
Exposiciones,Floresta,16.7,Martes,3,0,0,1,alto,Taxi
Envigado,Acevedo,6.2,Domingo,16,0,1,0,medio,Taxi
Caribe,Tricentenario,8.9,Lunes,17,1,0,1,bajo,Taxi
Suramericana,Niquia,5.8,Jueves,13,1,0,0,medio,Metro
San Antonio,Bello,7.3,Lunes,15,0,0,1,alto,Taxi
Prado,Parque Berrio,2.4,Jueves,21,0,0,1,medio,Taxi
Envigado,Caribe,9.2,Sabado,15,0,1,1,bajo,Taxi
Caribe,Niquia,6.6,Lunes,6,1,0,1,bajo,Taxi
Estadio,Bello,15.6,Jueves,19,1,0,1,alto,Taxi
Estadio,Bello,10.7,Domingo,2,0,1,0,alto,Metro
San Javier,Bello,15.1,Martes,5,0,0,1,bajo,Taxi
Poblado,Caribe,3.6,Jueves,8,1,0,0,alto,Bus
Floresta,Hospital,9.5,Martes,20,0,0,0,medio,Metro
Bello,Exposiciones,15.1,Sabado,6,1,1,1,medio,Taxi
Cisneros,San Javier,4.4,Jueves,7,1,0,1,alto,Taxi
Bello,Sabaneta,2.3,Domingo,4,0,1,1,alto,Taxi
Industriales,Santa Lucia,9.2,Miercoles,14,1,0,1,bajo,Taxi
Itagui,Madera,5.0,Miercoles,14,1,0,0,bajo,Metro
Universidad,Ayura,3.8,Miercoles,1,0,0,1,bajo,Taxi
Aguacatala,Niquia,9.4,Domingo,21,0,1,1,medio,Taxi
Itagui,Alpujarra,6.9,Sabado,14,1,1,0,bajo,Bus
Acevedo,Exposiciones,3.6,Jueves,13,1,0,0,medio,Metro
San Javier,Sabaneta,18.0,Lunes,5,0,0,0,medio,Taxi
Cisneros,Sabaneta,8.1,Martes,15,0,0,0,bajo,Bus
Bello,San Javier,13.5,Martes,16,0,0,1,medio,Taxi
San Javier,Parque Berrio,13.6,Miercoles,8,1,0,0,alto,Metro
Poblado,San Javier,11.5,Viernes,9,0,0,0,alto,Taxi
Aguacatala,Acevedo,8.5,Viernes,11,1,0,1,medio,Taxi
Alpujarra,Hospital,6.0,Miercoles,23,0,0,0,alto,Metro
Suramericana,Universidad,17.9,Lunes,3,0,0,1,bajo,Taxi
Ayura,Estadio,1.7,Sabado,23,0,1,0,medio,Caminando
Parque Berrio,Tricentenario,18.4,Domingo,9,0,1,0,medio,Bus
Niquia,Estadio,8.0,Lunes,10,0,0,0,medio,Taxi
Prado,Industriales,1.5,Martes,4,0,0,0,bajo,Bus
Ayura,Caribe,5.8,Viernes,6,1,0,0,alto,Bus
Parque Berrio,Ayura,19.8,Viernes,17,1,0,0,alto,Bus
Prado,Estadio,6.1,Lunes,8,1,0,0,medio,Bus
Santa Lucia,Poblado,4.4,Miercoles,20,0,0,0,alto,Taxi
Cisneros,Floresta,3.3,Martes,23,0,0,1,medio,Taxi
Madera,Estadio,4.2,Domingo,7,1,1,0,bajo,Bus
Bello,Cisneros,17.4,Viernes,17,1,0,1,bajo,Taxi
Prado,Itagui,16.4,Viernes,13,1,0,1,medio,Taxi
Cisneros,Industriales,11.8,Jueves,9,0,0,0,bajo,Bus
San Javier,Estadio,1.3,Jueves,13,1,0,0,alto,Caminando
Prado,San Antonio,4.1,Viernes,19,1,0,1,bajo,Taxi
Parque Berrio,Exposiciones,3.6,Domingo,22,0,1,0,alto,Bus
Parque Berrio,Caribe,1.3,Sabado,7,1,1,0,bajo,Bus
Floresta,Acevedo,10.6,Domingo,20,0,1,1,bajo,Taxi
Ayura,Acevedo,15.7,Sabado,19,1,1,0,bajo,Bus
Hospital,Cisneros,2.0,Sabado,15,0,1,1,bajo,Taxi
Prado,Suramericana,15.5,Jueves,7,1,0,0,bajo,Bus
Floresta,Itagui,2.8,Domingo,17,1,1,0,bajo,Bus
Itagui,Aguacatala,16.6,Martes,8,1,0,0,bajo,Bus
La Estrella,San Antonio,5.4,Martes,10,0,0,0,alto,Bus
Parque Berrio,Cisneros,18.7,Viernes,18,1,0,1,alto,Taxi
Estadio,Envigado,3.0,Miercoles,6,1,0,0,alto,Bus
Hospital,Bello,17.8,Domingo,13,1,1,1,bajo,Taxi
La Estrella,Poblado,15.9,Miercoles,6,1,0,0,medio,Metro
Tricentenario,Prado,9.2,Lunes,18,1,0,1,bajo,Taxi
Itagui,Universidad,6.1,Lunes,19,1,0,0,alto,Bus
Envigado,Niquia,10.7,Viernes,22,0,0,1,alto,Taxi
Caribe,Exposiciones,16.9,Domingo,10,0,1,1,medio,Taxi
Sabaneta,La Estrella,4.1,Martes,23,0,0,0,bajo,Taxi
Suramericana,Poblado,15.8,Miercoles,8,1,0,1,medio,Taxi
Exposiciones,Tricentenario,10.0,Jueves,10,0,0,0,medio,Metro
Madera,Parque Berrio,10.4,Viernes,12,1,0,1,bajo,Taxi
Estadio,Madera,10.1,Sabado,0,0,1,0,bajo,Bus
Floresta,Cisneros,11.4,Lunes,20,0,0,1,bajo,Taxi
Bello,Alpujarra,10.8,Lunes,21,0,0,0,alto,Metro
Alpujarra,Parque Berrio,18.8,Domingo,12,1,1,1,medio,Taxi
Acevedo,Niquia,3.5,Martes,11,1,0,0,bajo,Bus
Envigado,Parque Berrio,4.3,Viernes,0,0,0,0,bajo,Bus
Bello,Alpujarra,12.6,Lunes,21,0,0,0,medio,Metro
Tricentenario,Prado,12.9,Jueves,20,0,0,0,medio,Metro
Estadio,Santa Lucia,5.9,Lunes,4,0,0,1,bajo,Taxi
Sabaneta,Prado,3.8,Viernes,11,1,0,0,medio,Metro
Ayura,Industriales,10.4,Domingo,18,1,1,0,medio,Metro
Alpujarra,Sabaneta,12.4,Viernes,16,0,0,1,bajo,Taxi
Madera,Ayura,9.3,Domingo,11,1,1,0,alto,Metro
Santa Lucia,Poblado,10.4,Jueves,9,0,0,0,alto,Taxi
Niquia,Alpujarra,18.6,Jueves,10,0,0,0,medio,Bus
Caribe,Acevedo,18.0,Martes,16,0,0,0,medio,Taxi
Alpujarra,Ayura,13.2,Miercoles,16,0,0,1,bajo,Taxi
Industriales,La Estrella,8.6,Jueves,0,0,0,0,alto,Bus
Acevedo,Suramericana,3.8,Domingo,23,0,1,1,bajo,Taxi
Parque Berrio,Exposiciones,11.8,Domingo,22,0,1,0,alto,Taxi
Cisneros,Poblado,2.4,Martes,4,0,0,1,medio,Taxi
Industriales,Niquia,18.9,Viernes,21,0,0,1,medio,Taxi
La Estrella,Sabaneta,11.8,Lunes,7,1,0,0,alto,Bus
Parque Berrio,La Estrella,9.7,Miercoles,15,0,0,1,medio,Taxi
Santa Lucia,Prado,5.5,Martes,5,0,0,1,alto,Taxi
Itagui,Aguacatala,8.1,Lunes,11,1,0,1,alto,Taxi
Industriales,Suramericana,7.2,Miercoles,5,0,0,0,bajo,Bus
Madera,Floresta,13.2,Miercoles,12,1,0,0,alto,Bus
Cisneros,Envigado,9.0,Lunes,3,0,0,1,alto,Taxi
Sabaneta,Envigado,5.1,Viernes,7,1,0,0,alto,Bus
Hospital,Caribe,5.3,Martes,6,1,0,1,alto,Taxi
Madera,Estadio,13.5,Miercoles,20,0,0,0,bajo,Bus
Poblado,Parque Berrio,5.0,Miercoles,9,0,0,0,bajo,Bus
Acevedo,Cisneros,19.1,Martes,1,0,0,1,medio,Taxi
Aguacatala,Itagui,9.7,Miercoles,19,1,0,1,medio,Taxi
San Antonio,Alpujarra,10.8,Sabado,14,1,1,0,bajo,Bus
Alpujarra,San Antonio,11.3,Viernes,22,0,0,0,bajo,Bus
Universidad,San Antonio,15.9,Martes,18,1,0,1,medio,Taxi
La Estrella,Alpujarra,16.6,Lunes,13,1,0,0,medio,Metro
Itagui,Madera,2.4,Miercoles,20,0,0,0,alto,Taxi
Prado,Poblado,19.3,Jueves,19,1,0,1,medio,Taxi
Aguacatala,Alpujarra,18.0,Domingo,0,0,1,0,alto,Metro
Madera,Hospital,17.8,Domingo,19,1,1,0,medio,Bus
Parque Berrio,Floresta,3.9,Jueves,2,0,0,0,bajo,Taxi
Tricentenario,Suramericana,1.2,Martes,13,1,0,0,medio,Caminando
La Estrella,Prado,14.7,Domingo,19,1,1,1,bajo,Taxi
Acevedo,Sabaneta,18.6,Martes,4,0,0,0,bajo,Bus
Exposiciones,Floresta,3.6,Martes,13,1,0,1,alto,Taxi
La Estrella,Aguacatala,15.3,Viernes,5,0,0,1,alto,Taxi
Floresta,Envigado,6.5,Jueves,20,0,0,0,medio,Bus
Suramericana,Acevedo,9.5,Viernes,12,1,0,0,alto,Taxi
Poblado,Floresta,10.8,Domingo,18,1,1,0,alto,Bus
Envigado,Hospital,10.7,Lunes,5,0,0,1,bajo,Taxi
Poblado,Aguacatala,1.6,Sabado,1,0,1,0,medio,Caminando
Aguacatala,Sabaneta,1.2,Domingo,16,0,1,1,medio,Taxi
Poblado,Hospital,4.4,Sabado,15,0,1,0,bajo,Taxi
Alpujarra,Bello,16.9,Viernes,14,1,0,0,medio,Taxi
Bello,Sabaneta,2.1,Lunes,20,0,0,1,alto,Taxi
Madera,La Estrella,15.2,Domingo,20,0,1,0,medio,Bus
Caribe,Parque Berrio,9.8,Martes,8,1,0,1,medio,Taxi
Tricentenario,Madera,16.1,Miercoles,16,0,0,0,medio,Metro
Suramericana,San Javier,4.3,Martes,20,0,0,1,medio,Taxi
Suramericana,Acevedo,8.7,Jueves,3,0,0,0,bajo,Bus
Exposiciones,Itagui,5.6,Miercoles,14,1,0,1,bajo,Taxi
Tricentenario,Universidad,16.7,Viernes,0,0,0,0,medio,Metro
Floresta,Universidad,9.2,Viernes,13,1,0,1,bajo,Taxi
Itagui,Parque Berrio,14.2,Jueves,3,0,0,0,alto,Metro
La Estrella,Cisneros,10.5,Jueves,19,1,0,0,alto,Bus
Exposiciones,Alpujarra,15.5,Lunes,19,1,0,1,medio,Taxi
Suramericana,Bello,10.2,Sabado,0,0,1,0,alto,Metro
Itagui,Estadio,13.1,Viernes,10,0,0,0,medio,Bus
San Antonio,Estadio,5.1,Martes,16,0,0,0,bajo,Bus
Caribe,San Antonio,14.6,Sabado,14,1,1,1,alto,Taxi
Caribe,Bello,13.7,Viernes,16,0,0,1,medio,Taxi
Sabaneta,Ayura,13.4,Jueves,6,1,0,1,medio,Taxi
Aguacatala,Hospital,19.2,Lunes,21,0,0,0,alto,Metro
Tricentenario,Poblado,9.7,Viernes,2,0,0,0,bajo,Bus
Poblado,Aguacatala,3.0,Lunes,16,0,0,0,bajo,Bus
San Javier,San Antonio,8.3,Lunes,13,1,0,0,medio,Metro
Exposiciones,La Estrella,11.9,Jueves,7,1,0,0,bajo,Bus
Madera,Parque Berrio,1.1,Sabado,10,0,1,0,alto,Caminando
Itagui,Caribe,17.0,Miercoles,10,0,0,1,bajo,Taxi
Madera,Hospital,18.1,Lunes,8,1,0,1,alto,Taxi
Envigado,San Javier,12.3,Jueves,9,0,0,0,bajo,Bus
La Estrella,San Antonio,4.3,Jueves,19,1,0,1,medio,Taxi
Aguacatala,Ayura,7.2,Martes,15,0,0,1,medio,Taxi
San Antonio,Floresta,6.1,Jueves,0,0,0,0,medio,Bus
Exposiciones,La Estrella,15.4,Domingo,1,0,1,1,medio,Taxi
Prado,Bello,15.8,Jueves,19,1,0,1,medio,Taxi
Niquia,Floresta,15.0,Viernes,7,1,0,1,alto,Taxi
Tricentenario,Madera,8.8,Viernes,21,0,0,1,medio,Taxi
Parque Berrio,Santa Lucia,4.5,Viernes,13,1,0,0,medio,Bus
Envigado,San Javier,5.8,Lunes,7,1,0,1,alto,Taxi
Madera,San Javier,11.0,Jueves,1,0,0,1,medio,Taxi
Hospital,Alpujarra,6.0,Lunes,16,0,0,1,alto,Taxi
Acevedo,Caribe,13.8,Lunes,12,1,0,1,medio,Taxi
Bello,Sabaneta,3.5,Miercoles,4,0,0,0,alto,Taxi
Caribe,Sabaneta,15.3,Jueves,6,1,0,0,bajo,Bus
Alpujarra,Exposiciones,1.4,Domingo,20,0,1,0,alto,Caminando
Cisneros,Itagui,14.6,Jueves,16,0,0,0,alto,Bus
Parque Berrio,Caribe,13.1,Martes,13,1,0,1,medio,Taxi
Sabaneta,Cisneros,13.6,Domingo,15,0,1,1,alto,Taxi
Madera,San Antonio,10.2,Viernes,10,0,0,0,medio,Bus
Bello,Sabaneta,19.8,Sabado,11,1,1,1,bajo,Taxi
La Estrella,Poblado,16.6,Viernes,9,0,0,1,bajo,Taxi
Itagui,Tricentenario,19.0,Viernes,7,1,0,1,bajo,Taxi
Suramericana,Tricentenario,14.9,Sabado,10,0,1,0,medio,Bus
Acevedo,Exposiciones,5.6,Jueves,15,0,0,1,medio,Taxi
Ayura,Aguacatala,6.4,Lunes,18,1,0,0,alto,Bus
Universidad,Cisneros,4.4,Viernes,8,1,0,0,medio,Bus
Industriales,Sabaneta,11.3,Domingo,6,1,1,0,bajo,Bus
Caribe,Envigado,10.9,Lunes,21,0,0,0,medio,Taxi
Aguacatala,Bello,7.8,Jueves,12,1,0,0,bajo,Bus
Alpujarra,Caribe,12.8,Jueves,21,0,0,1,medio,Taxi
Alpujarra,La Estrella,2.1,Miercoles,10,0,0,1,bajo,Taxi
Itagui,Floresta,1.2,Jueves,9,0,0,1,bajo,Taxi
Santa Lucia,Hospital,3.6,Domingo,0,0,1,1,bajo,Taxi
Itagui,Acevedo,12.9,Domingo,10,0,1,0,alto,Taxi
Suramericana,Caribe,17.6,Miercoles,22,0,0,0,alto,Bus
Estadio,Universidad,14.5,Domingo,13,1,1,0,bajo,Bus
Santa Lucia,Acevedo,2.5,Lunes,1,0,0,1,alto,Taxi
Alpujarra,Caribe,14.0,Jueves,11,1,0,1,medio,Taxi
Itagui,Envigado,13.6,Sabado,7,1,1,1,alto,Taxi
Bello,Sabaneta,10.6,Miercoles,2,0,0,1,medio,Taxi
Parque Berrio,Envigado,12.1,Viernes,2,0,0,1,medio,Taxi
San Antonio,Cisneros,10.8,Martes,7,1,0,1,alto,Taxi
Hospital,Universidad,8.7,Viernes,7,1,0,0,alto,Metro
Poblado,Acevedo,12.9,Domingo,15,0,1,1,medio,Taxi
Exposiciones,Caribe,20.0,Sabado,5,0,1,0,bajo,Bus
Bello,Industriales,9.8,Jueves,9,0,0,1,bajo,Taxi
Poblado,Bello,17.9,Viernes,13,1,0,1,alto,Taxi
Suramericana,Tricentenario,5.4,Domingo,20,0,1,1,medio,Taxi
Santa Lucia,Envigado,18.9,Jueves,6,1,0,0,medio,Metro
Poblado,Aguacatala,11.4,Jueves,20,0,0,0,bajo,Bus
Sabaneta,Envigado,5.5,Miercoles,12,1,0,0,medio,Bus
Industriales,La Estrella,3.5,Martes,1,0,0,1,medio,Taxi
Itagui,Exposiciones,9.5,Martes,20,0,0,0,medio,Taxi
Prado,Industriales,17.2,Miercoles,9,0,0,0,bajo,Bus
San Antonio,Industriales,3.5,Lunes,7,1,0,1,medio,Taxi
Universidad,Exposiciones,12.7,Jueves,13,1,0,1,bajo,Taxi
Madera,Envigado,15.1,Sabado,10,0,1,0,medio,Taxi
Acevedo,Industriales,16.6,Domingo,22,0,1,1,medio,Taxi
Ayura,Madera,12.6,Lunes,4,0,0,1,medio,Taxi
Poblado,Exposiciones,13.2,Lunes,18,1,0,0,alto,Metro
Bello,Industriales,17.4,Viernes,19,1,0,1,medio,Taxi
Universidad,Exposiciones,1.7,Miercoles,20,0,0,0,alto,Bus
Estadio,San Antonio,17.4,Jueves,10,0,0,1,bajo,Taxi
Madera,Poblado,16.6,Viernes,17,1,0,1,alto,Taxi
Suramericana,Cisneros,13.4,Sabado,3,0,1,0,medio,Taxi
Universidad,Aguacatala,2.9,Domingo,4,0,1,0,bajo,Bus
Suramericana,San Antonio,14.4,Sabado,5,0,1,1,bajo,Taxi
Caribe,Bello,14.9,Lunes,13,1,0,1,medio,Taxi
Parque Berrio,Aguacatala,3.5,Viernes,21,0,0,0,medio,Bus
Parque Berrio,Envigado,4.6,Lunes,12,1,0,1,alto,Taxi
Hospital,Bello,4.7,Jueves,22,0,0,0,medio,Metro
San Javier,Universidad,13.7,Viernes,8,1,0,0,alto,Bus
Suramericana,Alpujarra,17.1,Martes,4,0,0,0,bajo,Bus
Tricentenario,Parque Berrio,5.4,Viernes,3,0,0,0,medio,Taxi
San Antonio,Ayura,5.0,Viernes,17,1,0,1,alto,Taxi
Hospital,Ayura,4.8,Jueves,17,1,0,0,alto,Bus
Cisneros,Envigado,18.1,Martes,11,1,0,1,alto,Taxi
Itagui,Exposiciones,2.7,Jueves,23,0,0,0,bajo,Metro
Niquia,Itagui,3.9,Domingo,10,0,1,1,bajo,Taxi
Niquia,Acevedo,10.8,Domingo,22,0,1,1,alto,Taxi
Aguacatala,Hospital,16.7,Viernes,10,0,0,1,alto,Taxi
Estadio,Acevedo,14.6,Domingo,22,0,1,1,alto,Taxi
Alpujarra,Prado,19.6,Martes,8,1,0,1,bajo,Taxi
Alpujarra,San Javier,6.0,Lunes,4,0,0,0,medio,Metro
Alpujarra,Bello,4.9,Lunes,5,0,0,0,bajo,Bus
Envigado,Bello,5.5,Viernes,15,0,0,0,bajo,Bus
Aguacatala,Acevedo,5.0,Viernes,22,0,0,0,bajo,Bus
Alpujarra,Floresta,13.4,Domingo,21,0,1,1,bajo,Taxi
Parque Berrio,San Antonio,8.7,Miercoles,19,1,0,0,medio,Bus
Acevedo,Santa Lucia,11.3,Viernes,15,0,0,0,alto,Taxi
Alpujarra,San Antonio,2.8,Domingo,13,1,1,1,medio,Taxi
La Estrella,Sabaneta,2.5,Martes,0,0,0,1,bajo,Taxi
Estadio,Niquia,9.8,Jueves,20,0,0,0,alto,Taxi
San Antonio,Bello,9.6,Sabado,17,1,1,0,alto,Metro
Itagui,Bello,3.4,Domingo,12,1,1,1,alto,Taxi
Madera,San Antonio,3.7,Lunes,18,1,0,1,medio,Taxi
La Estrella,Alpujarra,16.8,Viernes,6,1,0,1,medio,Taxi
Parque Berrio,Caribe,16.3,Domingo,7,1,1,1,medio,Taxi
Suramericana,Industriales,19.3,Martes,13,1,0,1,medio,Taxi
Parque Berrio,Niquia,1.8,Domingo,14,1,1,1,medio,Taxi
Niquia,Prado,7.1,Sabado,4,0,1,1,alto,Taxi
Parque Berrio,Tricentenario,1.2,Miercoles,9,0,0,1,alto,Taxi
Floresta,Itagui,3.6,Lunes,7,1,0,0,bajo,Bus
La Estrella,Niquia,13.2,Jueves,23,0,0,0,bajo,Bus
Tricentenario,Madera,5.7,Miercoles,7,1,0,0,medio,Bus
Floresta,Caribe,6.3,Viernes,9,0,0,0,medio,Metro
Aguacatala,Sabaneta,5.6,Domingo,20,0,1,0,alto,Taxi
Tricentenario,Estadio,18.6,Miercoles,6,1,0,0,medio,Metro
Cisneros,Itagui,9.0,Jueves,0,0,0,1,bajo,Taxi
Floresta,Bello,10.9,Sabado,11,1,1,0,alto,Taxi
Cisneros,Madera,8.7,Martes,13,1,0,0,medio,Metro
San Javier,Hospital,4.8,Jueves,5,0,0,0,medio,Taxi
Envigado,Ayura,8.6,Lunes,3,0,0,0,medio,Metro
Alpujarra,Parque Berrio,16.7,Jueves,19,1,0,1,alto,Taxi
San Antonio,Acevedo,7.8,Domingo,1,0,1,0,alto,Taxi
Cisneros,Exposiciones,6.7,Jueves,15,0,0,0,medio,Bus
San Antonio,Universidad,5.1,Lunes,22,0,0,1,bajo,Taxi
San Javier,San Antonio,6.2,Domingo,0,0,1,0,medio,Bus
Madera,Aguacatala,1.9,Martes,16,0,0,1,bajo,Taxi
Floresta,Sabaneta,17.0,Sabado,2,0,1,1,bajo,Taxi
Prado,La Estrella,14.7,Domingo,23,0,1,1,alto,Taxi
Bello,Estadio,18.0,Jueves,4,0,0,0,bajo,Bus
Industriales,Suramericana,10.4,Sabado,10,0,1,0,alto,Bus
Bello,Industriales,10.9,Viernes,13,1,0,0,alto,Taxi
Itagui,Ayura,3.0,Sabado,8,1,1,1,medio,Taxi
San Javier,La Estrella,19.7,Domingo,6,1,1,0,bajo,Bus
Caribe,La Estrella,18.6,Miercoles,1,0,0,1,medio,Taxi
San Antonio,La Estrella,9.9,Martes,23,0,0,1,medio,Taxi
Poblado,Universidad,15.6,Jueves,11,1,0,0,alto,Metro
Prado,Ayura,19.6,Miercoles,3,0,0,1,bajo,Taxi
Industriales,Estadio,15.7,Lunes,7,1,0,1,alto,Taxi
Caribe,Ayura,7.3,Sabado,3,0,1,1,alto,Taxi
Universidad,Bello,14.4,Domingo,4,0,1,0,medio,Bus
Alpujarra,Bello,18.7,Sabado,11,1,1,0,alto,Bus
Universidad,Acevedo,6.8,Martes,19,1,0,1,alto,Taxi
Parque Berrio,Floresta,14.8,Martes,21,0,0,1,alto,Taxi
Hospital,Parque Berrio,4.5,Sabado,3,0,1,0,medio,Taxi
Poblado,Floresta,1.3,Viernes,5,0,0,1,alto,Taxi
Poblado,Caribe,12.4,Martes,8,1,0,1,bajo,Taxi
Itagui,Poblado,9.3,Martes,9,0,0,0,medio,Metro
Estadio,Tricentenario,2.9,Jueves,7,1,0,1,alto,Taxi
Santa Lucia,Madera,4.5,Lunes,6,1,0,1,alto,Taxi
Parque Berrio,Madera,4.2,Domingo,12,1,1,0,alto,Bus
San Javier,Industriales,12.9,Martes,3,0,0,1,bajo,Taxi
San Javier,Madera,13.3,Jueves,14,1,0,1,alto,Taxi
Exposiciones,Ayura,2.4,Lunes,2,0,0,0,alto,Metro
Parque Berrio,Alpujarra,7.4,Martes,16,0,0,1,bajo,Taxi
La Estrella,Exposiciones,7.3,Jueves,23,0,0,0,alto,Metro
Industriales,Parque Berrio,4.5,Sabado,13,1,1,1,medio,Taxi
Niquia,Madera,18.6,Sabado,2,0,1,0,medio,Bus
Caribe,Exposiciones,4.0,Domingo,22,0,1,0,alto,Metro
Madera,Sabaneta,7.3,Viernes,19,1,0,1,medio,Taxi
Exposiciones,Alpujarra,8.7,Domingo,4,0,1,0,medio,Taxi
Sabaneta,Estadio,9.3,Domingo,6,1,1,1,medio,Taxi
Aguacatala,Parque Berrio,3.5,Sabado,8,1,1,1,bajo,Taxi
San Javier,Poblado,13.7,Miercoles,0,0,0,1,alto,Taxi
Santa Lucia,Estadio,19.9,Jueves,7,1,0,1,bajo,Taxi
Universidad,Niquia,1.3,Miercoles,16,0,0,1,alto,Taxi
Estadio,Alpujarra,12.8,Sabado,2,0,1,0,medio,Taxi
San Antonio,Itagui,12.9,Domingo,19,1,1,1,bajo,Taxi
Suramericana,La Estrella,11.0,Jueves,11,1,0,0,bajo,Bus
Parque Berrio,Aguacatala,18.0,Martes,0,0,0,0,alto,Taxi
Industriales,Universidad,1.1,Domingo,0,0,1,0,medio,Bus
Prado,Aguacatala,2.5,Domingo,13,1,1,0,medio,Taxi
Itagui,Floresta,15.7,Martes,13,1,0,0,bajo,Bus
Acevedo,Ayura,18.7,Domingo,1,0,1,0,medio,Bus
Floresta,Aguacatala,4.2,Miercoles,13,1,0,0,bajo,Metro
Envigado,Suramericana,9.3,Sabado,5,0,1,0,bajo,Bus
Universidad,Prado,9.3,Miercoles,11,1,0,0,medio,Metro
San Javier,Estadio,3.0,Miercoles,17,1,0,1,alto,Taxi
Acevedo,Suramericana,4.8,Jueves,18,1,0,0,alto,Bus
Industriales,Itagui,6.2,Lunes,23,0,0,0,medio,Bus
Itagui,Cisneros,16.0,Viernes,10,0,0,1,bajo,Taxi
Industriales,Suramericana,7.9,Miercoles,10,0,0,1,bajo,Taxi
La Estrella,Parque Berrio,10.8,Viernes,15,0,0,0,bajo,Bus
Tricentenario,San Javier,5.3,Miercoles,8,1,0,0,bajo,Bus
Exposiciones,La Estrella,8.7,Jueves,13,1,0,0,medio,Metro
San Antonio,Cisneros,15.4,Lunes,14,1,0,1,medio,Taxi
Ayura,La Estrella,7.5,Miercoles,20,0,0,1,bajo,Taxi
Aguacatala,Estadio,14.0,Miercoles,10,0,0,0,bajo,Bus
Exposiciones,Poblado,13.9,Sabado,18,1,1,0,alto,Bus
Industriales,La Estrella,16.1,Lunes,17,1,0,1,bajo,Taxi
Floresta,San Javier,17.8,Sabado,20,0,1,1,bajo,Taxi
Madera,Ayura,4.3,Martes,23,0,0,0,bajo,Bus
Prado,Aguacatala,7.3,Domingo,4,0,1,0,alto,Taxi
Sabaneta,Caribe,11.0,Jueves,21,0,0,0,medio,Taxi
San Antonio,Floresta,8.7,Martes,17,1,0,0,bajo,Bus
Tricentenario,La Estrella,10.6,Domingo,3,0,1,0,bajo,Bus
Estadio,Santa Lucia,19.4,Viernes,4,0,0,1,bajo,Taxi
Ayura,Sabaneta,15.0,Lunes,12,1,0,0,bajo,Bus
Tricentenario,Parque Berrio,17.2,Domingo,7,1,1,1,bajo,Taxi
Exposiciones,Floresta,13.1,Miercoles,6,1,0,0,medio,Metro
Hospital,Madera,15.1,Lunes,17,1,0,0,alto,Metro
Exposiciones,Niquia,15.4,Lunes,20,0,0,0,alto,Metro
Acevedo,Prado,7.3,Viernes,6,1,0,1,medio,Taxi
Estadio,Poblado,8.3,Lunes,3,0,0,0,bajo,Bus
Hospital,Poblado,1.7,Martes,12,1,0,1,medio,Taxi
Poblado,Hospital,15.7,Jueves,11,1,0,1,alto,Taxi
Prado,San Javier,10.5,Domingo,14,1,1,1,bajo,Taxi
Hospital,Sabaneta,19.6,Sabado,20,0,1,0,medio,Taxi
Estadio,Prado,17.9,Domingo,11,1,1,1,bajo,Taxi
Suramericana,Itagui,16.6,Domingo,8,1,1,1,medio,Taxi
Acevedo,Exposiciones,14.6,Martes,13,1,0,0,alto,Bus
Santa Lucia,Floresta,9.7,Sabado,10,0,1,0,alto,Taxi
Universidad,Exposiciones,15.9,Martes,1,0,0,1,alto,Taxi
Prado,Itagui,5.0,Miercoles,0,0,0,1,alto,Taxi
Envigado,Industriales,17.7,Miercoles,23,0,0,0,bajo,Bus
Bello,Alpujarra,19.1,Jueves,19,1,0,0,medio,Bus
Madera,Tricentenario,10.0,Jueves,7,1,0,1,medio,Taxi
Estadio,Itagui,9.1,Domingo,18,1,1,1,bajo,Taxi
Tricentenario,Parque Berrio,8.8,Martes,19,1,0,0,alto,Bus
Envigado,Hospital,16.7,Martes,20,0,0,1,bajo,Taxi
Tricentenario,Prado,6.5,Miercoles,2,0,0,1,medio,Taxi
Alpujarra,Hospital,6.6,Martes,8,1,0,0,bajo,Bus
Acevedo,Universidad,1.9,Jueves,17,1,0,1,alto,Taxi
Madera,Parque Berrio,17.2,Domingo,13,1,1,1,alto,Taxi
Itagui,Caribe,8.2,Sabado,17,1,1,1,alto,Taxi
Santa Lucia,Envigado,19.6,Miercoles,9,0,0,0,medio,Taxi
Envigado,Bello,14.6,Jueves,8,1,0,1,medio,Taxi
Bello,Sabaneta,6.8,Sabado,10,0,1,1,alto,Taxi
Itagui,San Antonio,12.0,Lunes,20,0,0,1,medio,Taxi
Floresta,Itagui,6.3,Jueves,21,0,0,0,alto,Taxi
Tricentenario,Floresta,18.3,Sabado,18,1,1,1,medio,Taxi
Exposiciones,Poblado,7.0,Miercoles,17,1,0,0,bajo,Bus
Santa Lucia,Caribe,3.1,Lunes,18,1,0,1,bajo,Taxi
