origen,destino,tipo_transporte,distancia_km,dia_semana,hora,es_hora_pico,es_finde_semana,tiempo_viaje_min,costo,transferencias,fecha,clima
Poblado,Caribe,Metro,9.4,Sabado,9,0,1,12.7,3200,0,2025-09-06,Nublado
Acevedo,Exposiciones,Bus,6.4,Jueves,5,0,0,9.7,2800,0,2025-10-30,Tormenta
Hospital,Tricentenario,Taxi,12.7,Viernes,6,1,0,104.1,16392,0,2025-01-17,Lluvia
Niquia,Universidad,Bus,10.4,Viernes,13,1,0,21.4,3360,0,2025-01-24,Nublado
Alpujarra,La Estrella,Bus,2.2,Lunes,19,1,0,4.6,3360,1,2025-09-08,Lluvia
Industriales,Acevedo,Cable,6.3,Domingo,5,0,1,17.0,0,0,2025-03-16,Lluvia
Alpujarra,La Estrella,Taxi,9.1,Jueves,23,0,0,50.5,10780,1,2025-01-02,Lluvia
Suramericana,Estadio,Taxi,2.2,Martes,4,0,0,10.9,5260,0,2025-04-22,Soleado
Parque Berrio,Alpujarra,Cable,12.7,Jueves,14,1,0,64.9,0,1,2025-05-29,Lluvia
Estadio,Alpujarra,Bus,13.9,Sabado,19,1,1,27.6,3360,0,2025-12-13,Tormenta
Santa Lucia,Industriales,Taxi,10.2,Jueves,11,1,0,86.0,13992,1,2025-01-30,Soleado
Suramericana,Itagui,Bus,7.7,Sabado,2,0,1,7.4,2800,0,2025-10-11,Soleado
Tricentenario,Caribe,Bus,6.5,Miercoles,21,0,0,12.1,2800,0,2025-02-05,Tormenta
La Estrella,Aguacatala,Cable,2.9,Martes,10,0,0,8.7,0,0,2025-04-15,Nublado
Madera,Caribe,Cable,10.1,Sabado,16,0,1,23.2,0,0,2025-11-22,Soleado
Parque Berrio,Tricentenario,Caminando,1.6,Lunes,6,1,0,10.2,0,0,2025-06-09,Nublado
Itagui,Suramericana,Caminando,13.2,Viernes,22,0,0,50.7,0,1,2025-10-17,Tormenta
Alpujarra,La Estrella,Caminando,2.8,Lunes,12,1,0,14.6,0,0,2025-07-14,Soleado
Aguacatala,Santa Lucia,Caminando,6.8,Lunes,21,0,0,24.6,0,0,2025-04-14,Nublado
Ayura,Tricentenario,Metro,10.3,Martes,3,0,0,8.4,3200,0,2025-02-18,Tormenta
Exposiciones,Parque Berrio,Bus,13.2,Sabado,14,1,1,22.7,3360,0,2025-08-09,Lluvia
San Antonio,Exposiciones,Bus,10.4,Jueves,15,0,0,16.6,2800,0,2025-05-08,Tormenta
Prado,Envigado,Cable,3.2,Viernes,9,0,0,10.0,0,1,2025-09-19,Lluvia
Cisneros,Acevedo,Metro,5.4,Sabado,13,1,1,7.3,3840,0,2025-06-07,Tormenta
San Antonio,Industriales,Caminando,12.5,Viernes,3,0,0,34.5,0,1,2025-06-20,Tormenta
Industriales,Floresta,Cable,11.4,Miercoles,19,1,0,65.6,0,0,2025-04-02,Nublado
Prado,Santa Lucia,Taxi,9.1,Miercoles,2,0,0,43.3,10780,0,2025-03-12,Soleado
Caribe,Tricentenario,Bus,8.7,Viernes,15,0,0,17.8,2800,0,2025-05-30,Soleado
Parque Berrio,Exposiciones,Cable,6.2,Sabado,14,1,1,26.7,0,0,2025-10-18,Tormenta
Niquia,Hospital,Bus,2.3,Sabado,19,1,1,4.1,3360,0,2025-11-29,Nublado
Estadio,Hospital,Bus,10.7,Sabado,20,0,1,15.8,2800,1,2025-08-16,Soleado
Santa Lucia,Exposiciones,Cable,1.2,Jueves,23,0,0,3.6,0,0,2025-07-24,Tormenta
Universidad,Niquia,Metro,1.4,Martes,4,0,0,4.3,3200,0,2025-02-04,Lluvia
Ayura,Prado,Bus,3.9,Viernes,8,1,0,11.5,3360,0,2025-07-18,Tormenta
Niquia,Cisneros,Caminando,8.0,Jueves,22,0,0,31.2,0,1,2025-03-27,Soleado
San Antonio,San Javier,Taxi,13.3,Viernes,9,0,0,181.8,14140,0,2025-11-07,Lluvia
Itagui,Floresta,Metro,4.7,Viernes,6,1,0,6.9,3840,0,2025-02-28,Nublado
Alpujarra,Bello,Metro,5.1,Domingo,3,0,1,3.1,3200,0,2025-02-09,Soleado
Envigado,Bello,Bus,5.0,Viernes,23,0,0,9.3,2800,1,2025-09-26,Nublado
Madera,Exposiciones,Cable,2.1,Jueves,16,0,0,6.3,0,0,2025-07-17,Soleado
Prado,Envigado,Bus,5.5,Martes,9,0,0,9.7,2800,0,2025-09-02,Soleado
Acevedo,Industriales,Caminando,7.3,Jueves,12,1,0,38.1,0,0,2025-06-12,Soleado
Madera,La Estrella,Metro,6.7,Viernes,14,1,0,11.1,3840,0,2025-03-21,Nublado
Aguacatala,Floresta,Metro,6.1,Martes,2,0,0,7.7,3200,0,2025-08-12,Tormenta
Acevedo,Madera,Caminando,7.1,Lunes,15,0,0,25.8,0,1,2025-10-20,Nublado
Caribe,Poblado,Metro,13.1,Lunes,1,0,0,12.7,3200,1,2025-09-01,Nublado
Prado,Exposiciones,Caminando,6.9,Martes,18,1,0,35.2,0,0,2025-02-04,Lluvia
Hospital,Prado,Caminando,5.0,Martes,18,1,0,24.8,0,1,2025-12-02,Tormenta
San Antonio,Itagui,Metro,8.6,Martes,21,0,0,8.0,3200,0,2025-02-04,Nublado
Niquia,Suramericana,Bus,3.9,Sabado,4,0,1,5.7,2800,0,2025-01-04,Tormenta
Industriales,Sabaneta,Caminando,5.4,Viernes,7,1,0,30.2,0,0,2025-11-28,Nublado
San Antonio,Tricentenario,Caminando,2.5,Miercoles,9,0,0,7.7,0,0,2025-07-09,Nublado
Niquia,Itagui,Caminando,9.9,Sabado,4,0,1,27.3,0,0,2025-08-30,Nublado
Aguacatala,Cisneros,Cable,2.7,Viernes,14,1,0,15.9,0,0,2025-08-29,Tormenta
La Estrella,Ayura,Cable,1.1,Sabado,0,0,1,3.2,0,1,2025-04-12,Nublado
Santa Lucia,Prado,Bus,7.8,Jueves,9,0,0,16.2,2800,0,2025-04-10,Tormenta
Cisneros,Santa Lucia,Cable,14.1,Viernes,3,0,0,53.5,0,0,2025-08-29,Tormenta
Alpujarra,Floresta,Caminando,6.6,Lunes,11,1,0,33.9,0,0,2025-08-11,Tormenta
Ayura,Hospital,Bus,1.2,Miercoles,8,1,0,3.5,3360,0,2025-05-28,Lluvia
Tricentenario,Santa Lucia,Cable,3.7,Martes,22,0,0,12.7,0,0,2025-12-16,Nublado
Cisneros,Madera,Caminando,14.8,Sabado,8,1,1,59.7,0,0,2025-02-08,Lluvia
Aguacatala,Santa Lucia,Bus,5.7,Lunes,1,0,0,11.3,2800,1,2025-08-04,Lluvia
Bello,Estadio,Metro,10.9,Jueves,2,0,0,13.7,3200,1,2025-01-23,Soleado
Tricentenario,Industriales,Taxi,10.4,Martes,18,1,0,95.3,14184,0,2025-10-14,Nublado
Hospital,Alpujarra,Taxi,6.0,Miercoles,16,0,0,37.4,8300,1,2025-09-17,Tormenta
Aguacatala,Sabaneta,Metro,14.6,Sabado,12,1,1,17.7,3840,0,2025-05-10,Tormenta
Parque Berrio,Santa Lucia,Bus,2.3,Viernes,0,0,0,5.0,2800,1,2025-03-21,Tormenta
Industriales,Alpujarra,Bus,6.5,Martes,4,0,0,10.5,2800,0,2025-09-23,Nublado
Floresta,Aguacatala,Bus,12.4,Jueves,0,0,0,23.7,2800,0,2025-05-29,Soleado
Envigado,Exposiciones,Metro,12.1,Viernes,9,0,0,11.6,3200,0,2025-02-14,Lluvia
Prado,Universidad,Bus,14.4,Jueves,3,0,0,21.6,2800,0,2025-09-11,Nublado
Hospital,Alpujarra,Cable,9.4,Martes,6,1,0,55.5,0,0,2025-12-02,Soleado
Bello,Madera,Metro,1.9,Miercoles,1,0,0,1.9,3200,1,2025-10-29,Lluvia
Cisneros,Envigado,Metro,5.7,Domingo,16,0,1,5.1,3200,0,2025-03-30,Nublado
Sabaneta,Santa Lucia,Metro,1.7,Sabado,23,0,1,1.1,3200,0,2025-11-15,Tormenta
Madera,Prado,Cable,8.2,Lunes,5,0,0,32.9,0,1,2025-07-21,Tormenta
Ayura,Madera,Taxi,13.5,Lunes,9,0,0,87.1,14300,0,2025-10-20,Lluvia
Santa Lucia,Hospital,Metro,10.5,Sabado,1,0,1,9.4,3200,0,2025-02-15,Soleado
Sabaneta,Industriales,Cable,9.7,Lunes,19,1,0,45.8,0,0,2025-04-14,Soleado
Floresta,Parque Berrio,Bus,7.6,Lunes,13,1,0,19.1,3360,0,2025-12-08,Soleado
Exposiciones,Cisneros,Cable,8.1,Jueves,15,0,0,28.1,0,1,2025-08-07,Nublado
Industriales,Hospital,Cable,1.3,Lunes,16,0,0,5.0,0,0,2025-10-06,Nublado
Poblado,Exposiciones,Bus,7.0,Viernes,5,0,0,11.9,2800,0,2025-10-31,Soleado
Itagui,Floresta,Bus,2.2,Lunes,20,0,0,3.7,2800,1,2025-08-18,Soleado
Poblado,Parque Berrio,Caminando,8.9,Domingo,7,1,1,26.6,0,0,2025-10-26,Tormenta
Poblado,Tricentenario,Cable,6.3,Domingo,19,1,1,17.9,0,0,2025-06-15,Lluvia
Floresta,Envigado,Metro,13.9,Jueves,0,0,0,17.7,3200,0,2025-06-12,Soleado
Estadio,Exposiciones,Taxi,9.0,Viernes,17,1,0,86.2,12840,0,2025-09-05,Lluvia
Exposiciones,Alpujarra,Metro,2.1,Miercoles,17,1,0,2.7,3840,0,2025-10-01,Soleado
Bello,San Javier,Taxi,4.7,Jueves,0,0,0,25.8,7260,0,2025-01-23,Tormenta
Envigado,Aguacatala,Taxi,9.8,Lunes,14,1,0,82.4,13608,0,2025-11-24,Soleado
Acevedo,Tricentenario,Bus,1.9,Martes,20,0,0,3.3,2800,1,2025-06-24,Lluvia
Caribe,Sabaneta,Metro,3.1,Viernes,21,0,0,2.8,3200,1,2025-07-25,Nublado
Cisneros,Acevedo,Caminando,13.4,Jueves,12,1,0,54.1,0,0,2025-01-09,Soleado
Tricentenario,Cisneros,Taxi,2.9,Domingo,12,1,1,17.5,6984,0,2025-03-30,Tormenta
Suramericana,Floresta,Taxi,7.9,Lunes,22,0,0,47.0,9820,0,2025-01-13,Lluvia
Parque Berrio,Industriales,Caminando,4.6,Martes,13,1,0,26.7,0,0,2025-07-08,Nublado
Alpujarra,San Javier,Taxi,4.6,Sabado,11,1,1,28.1,8616,0,2025-05-10,Tormenta
Alpujarra,Envigado,Bus,8.1,Lunes,23,0,0,16.1,2800,0,2025-12-08,Lluvia
La Estrella,Envigado,Cable,12.6,Miercoles,5,0,0,38.1,0,0,2025-11-19,Lluvia
Hospital,Tricentenario,Metro,6.1,Sabado,14,1,1,6.6,3840,0,2025-12-06,Lluvia
Hospital,Caribe,Cable,10.2,Domingo,17,1,1,40.1,0,0,2025-11-09,Tormenta
Sabaneta,Floresta,Taxi,1.3,Jueves,1,0,0,7.6,4540,0,2025-10-02,Lluvia
Floresta,Bello,Caminando,6.6,Lunes,17,1,0,29.1,0,1,2025-03-31,Nublado
Prado,Caribe,Caminando,10.8,Viernes,18,1,0,55.3,0,0,2025-04-11,Nublado
Itagui,San Antonio,Taxi,4.4,Sabado,11,1,1,29.2,8424,1,2025-11-22,Lluvia
Acevedo,Exposiciones,Metro,5.2,Sabado,4,0,1,3.5,3200,0,2025-12-13,Soleado
Parque Berrio,Universidad,Taxi,13.7,Domingo,2,0,1,52.7,14460,0,2025-04-27,Nublado
Cisneros,Hospital,Cable,2.1,Viernes,10,0,0,8.1,0,1,2025-11-14,Nublado
San Javier,Alpujarra,Caminando,6.6,Miercoles,8,1,0,29.4,0,1,2025-01-15,Tormenta
Cisneros,San Javier,Cable,2.6,Viernes,21,0,0,7.2,0,1,2025-04-04,Nublado
Envigado,Floresta,Taxi,14.4,Sabado,9,0,1,46.9,15020,0,2025-06-28,Soleado
Itagui,Hospital,Taxi,10.3,Martes,2,0,0,65.0,11740,0,2025-02-18,Nublado
Santa Lucia,Poblado,Metro,3.6,Sabado,4,0,1,3.1,3200,1,2025-08-02,Tormenta
Prado,Industriales,Metro,12.6,Jueves,2,0,0,12.4,3200,0,2025-03-13,Nublado
Estadio,Industriales,Taxi,1.4,Viernes,5,0,0,6.5,4620,0,2025-02-21,Tormenta
Exposiciones,Caribe,Metro,6.9,Miercoles,19,1,0,9.5,3840,0,2025-10-29,Soleado
Suramericana,Hospital,Caminando,7.1,Lunes,10,0,0,24.8,0,0,2025-11-03,Lluvia
Floresta,Sabaneta,Caminando,13.8,Sabado,4,0,1,37.1,0,1,2025-10-04,Soleado
Caribe,Suramericana,Bus,5.3,Sabado,7,1,1,9.0,3360,0,2025-05-24,Nublado
Bello,Caribe,Taxi,5.2,Sabado,7,1,1,22.5,9192,0,2025-11-08,Nublado
Acevedo,Prado,Taxi,11.7,Domingo,15,0,1,41.8,12860,0,2025-03-09,Soleado
Acevedo,Floresta,Taxi,11.5,Viernes,18,1,0,96.1,15240,1,2025-05-30,Nublado
La Estrella,Parque Berrio,Bus,4.2,Martes,19,1,0,12.6,3360,0,2025-08-12,Nublado
San Javier,Itagui,Cable,5.5,Viernes,3,0,0,18.4,0,1,2025-09-05,Tormenta
Sabaneta,Tricentenario,Cable,4.0,Lunes,2,0,0,11.7,0,0,2025-06-23,Soleado
Floresta,Bello,Caminando,3.2,Lunes,7,1,0,17.5,0,0,2025-09-08,Soleado
Suramericana,San Antonio,Cable,7.1,Martes,21,0,0,24.7,0,0,2025-04-22,Tormenta
Aguacatala,Niquia,Cable,12.9,Miercoles,9,0,0,50.3,0,1,2025-11-26,Nublado
Bello,Parque Berrio,Taxi,12.3,Jueves,1,0,0,54.7,13340,0,2025-06-12,Nublado
Envigado,Aguacatala,Caminando,11.4,Lunes,1,0,0,36.3,0,1,2025-11-10,Lluvia
Ayura,Exposiciones,Cable,10.1,Miercoles,1,0,0,63.3,0,0,2025-07-23,Lluvia
Industriales,Santa Lucia,Cable,9.8,Domingo,11,1,1,36.6,0,1,2025-12-14,Tormenta
Envigado,Ayura,Metro,12.6,Jueves,2,0,0,14.3,3200,1,2025-01-23,Lluvia
Acevedo,Prado,Bus,2.4,Sabado,12,1,1,4.0,3360,1,2025-05-24,Nublado
Alpujarra,Cisneros,Bus,10.6,Domingo,1,0,1,10.4,2800,0,2025-03-30,Soleado
Floresta,Suramericana,Cable,4.3,Jueves,13,1,0,23.3,0,1,2025-04-24,Tormenta
Hospital,Estadio,Cable,11.5,Martes,0,0,0,42.0,0,0,2025-11-04,Tormenta
Caribe,Bello,Metro,2.1,Domingo,11,1,1,2.5,3840,1,2025-01-12,Tormenta
Niquia,Aguacatala,Metro,8.8,Lunes,7,1,0,35.1,3840,0,2025-08-11,Lluvia
Acevedo,Universidad,Bus,2.1,Sabado,0,0,1,2.1,2800,0,2025-08-23,Lluvia
Suramericana,La Estrella,Taxi,6.9,Sabado,8,1,1,37.5,10824,0,2025-07-05,Tormenta
Cisneros,Acevedo,Caminando,8.0,Domingo,14,1,1,25.7,0,0,2025-04-06,Soleado
Santa Lucia,Suramericana,Caminando,12.9,Domingo,13,1,1,41.5,0,1,2025-09-14,Tormenta
Estadio,Exposiciones,Cable,6.2,Lunes,7,1,0,32.5,0,1,2025-10-06,Tormenta
Floresta,Parque Berrio,Metro,4.0,Miercoles,23,0,0,4.5,3200,0,2025-03-26,Tormenta
Madera,San Antonio,Taxi,7.9,Domingo,12,1,1,37.4,11784,1,2025-07-20,Soleado
Madera,Cisneros,Cable,3.4,Sabado,3,0,1,9.0,0,1,2025-08-02,Nublado
Acevedo,La Estrella,Cable,3.9,Martes,23,0,0,16.4,0,1,2025-09-30,Lluvia
Exposiciones,San Antonio,Cable,9.3,Viernes,18,1,0,58.2,0,1,2025-10-03,Nublado
Niquia,Bello,Taxi,10.6,Domingo,7,1,1,70.1,14376,0,2025-10-05,Soleado
Estadio,Alpujarra,Caminando,11.9,Jueves,23,0,0,45.8,0,1,2025-04-03,Nublado
Aguacatala,Bello,Cable,4.9,Miercoles,19,1,0,20.1,0,0,2025-06-18,Nublado
Itagui,Acevedo,Metro,2.8,Lunes,14,1,0,3.7,3840,0,2025-10-06,Soleado
Madera,Itagui,Metro,10.1,Domingo,22,0,1,8.7,3200,0,2025-08-17,Lluvia
Cisneros,Itagui,Cable,9.7,Lunes,18,1,0,40.2,0,0,2025-05-26,Soleado
Aguacatala,Acevedo,Metro,12.1,Viernes,17,1,0,23.5,3840,0,2025-05-23,Soleado
Niquia,Poblado,Metro,6.7,Miercoles,6,1,0,9.3,3840,1,2025-09-10,Soleado
Caribe,La Estrella,Cable,12.5,Lunes,11,1,0,73.3,0,1,2025-07-07,Lluvia
Sabaneta,Industriales,Bus,2.2,Domingo,17,1,1,4.7,3360,0,2025-09-07,Soleado
Exposiciones,Envigado,Bus,11.7,Miercoles,1,0,0,34.5,2800,0,2025-12-24,Lluvia
Universidad,Cisneros,Bus,12.2,Viernes,12,1,0,34.9,3360,1,2025-02-28,Nublado
Madera,Ayura,Caminando,9.1,Sabado,10,0,1,54.7,0,0,2025-09-27,Nublado
Aguacatala,Santa Lucia,Bus,6.2,Martes,11,1,0,18.4,3360,0,2025-11-04,Tormenta
Cisneros,Hospital,Caminando,3.1,Martes,17,1,0,19.0,0,1,2025-10-28,Nublado
Tricentenario,Alpujarra,Taxi,2.0,Lunes,14,1,0,16.5,6120,0,2025-02-24,Soleado
La Estrella,Estadio,Taxi,13.7,Miercoles,13,1,0,87.7,17352,1,2025-09-10,Nublado
Exposiciones,Cisneros,Metro,4.3,Martes,22,0,0,4.7,3200,1,2025-03-04,Nublado
Floresta,Suramericana,Caminando,2.3,Viernes,10,0,0,7.6,0,0,2025-05-09,Soleado
Estadio,Cisneros,Cable,11.9,Lunes,12,1,0,66.1,0,0,2025-11-03,Lluvia
Alpujarra,Cisneros,Caminando,9.8,Viernes,14,1,0,153.1,0,0,2025-10-03,Nublado
Santa Lucia,Acevedo,Cable,5.6,Viernes,20,0,0,23.8,0,0,2025-09-05,Soleado
Madera,Hospital,Bus,14.1,Sabado,15,0,1,16.9,2800,1,2025-11-15,Tormenta
San Javier,Hospital,Taxi,5.3,Lunes,22,0,0,29.8,7740,0,2025-01-06,Lluvia
Acevedo,Floresta,Caminando,12.4,Viernes,23,0,0,34.3,0,1,2025-09-26,Nublado
Industriales,San Antonio,Taxi,10.1,Miercoles,3,0,0,48.2,11580,1,2025-01-08,Lluvia
Tricentenario,Santa Lucia,Metro,4.4,Sabado,22,0,1,3.8,3200,0,2025-03-22,Lluvia
Poblado,Industriales,Taxi,10.4,Viernes,2,0,0,55.0,11820,0,2025-12-26,Tormenta
Prado,Niquia,Caminando,5.3,Miercoles,9,0,0,17.2,0,0,2025-10-22,Soleado
Universidad,Aguacatala,Metro,5.2,Viernes,9,0,0,5.0,3200,0,2025-06-13,Soleado
Ayura,Caribe,Cable,1.4,Sabado,21,0,1,2.9,0,0,2025-02-08,Nublado
Floresta,Itagui,Caminando,4.4,Lunes,1,0,0,14.5,0,0,2025-03-31,Tormenta
Sabaneta,Caribe,Bus,4.2,Domingo,11,1,1,7.3,3360,1,2025-10-19,Soleado
La Estrella,Envigado,Bus,12.7,Sabado,21,0,1,17.7,2800,0,2025-11-08,Lluvia
La Estrella,San Javier,Bus,6.9,Sabado,0,0,1,7.2,2800,1,2025-05-31,Nublado
Universidad,Cisneros,Taxi,14.3,Viernes,16,0,0,66.4,14940,1,2025-12-12,Tormenta
Industriales,La Estrella,Taxi,11.9,Lunes,16,0,0,58.4,13020,1,2025-01-20,Nublado
Exposiciones,La Estrella,Bus,1.3,Sabado,10,0,1,1.4,2800,0,2025-10-11,Lluvia
Caribe,Suramericana,Caminando,9.5,Viernes,16,0,0,39.3,0,0,2025-11-21,Soleado
Hospital,Sabaneta,Cable,5.6,Jueves,13,1,0,26.9,0,0,2025-11-06,Tormenta
San Antonio,Bello,Taxi,1.1,Sabado,3,0,1,4.5,4380,0,2025-08-23,Nublado
Envigado,Ayura,Cable,11.4,Sabado,8,1,1,44.1,0,0,2025-04-19,Tormenta
Industriales,Aguacatala,Caminando,7.4,Viernes,19,1,0,37.2,0,0,2025-10-03,Soleado
Industriales,Sabaneta,Metro,13.7,Jueves,8,1,0,17.3,3840,1,2025-02-13,Lluvia
Suramericana,Santa Lucia,Cable,7.7,Sabado,10,0,1,17.6,0,0,2025-02-22,Lluvia
Madera,Itagui,Caminando,6.4,Martes,0,0,0,24.1,0,0,2025-08-05,Nublado
Universidad,San Antonio,Bus,9.1,Martes,19,1,0,21.9,3360,0,2025-07-08,Lluvia
San Antonio,Suramericana,Metro,6.7,Jueves,10,0,0,7.7,3200,1,2025-11-27,Lluvia
Parque Berrio,Bello,Bus,13.6,Miercoles,23,0,0,27.1,2800,0,2025-12-31,Nublado
San Antonio,Cisneros,Cable,12.8,Miercoles,9,0,0,41.2,0,0,2025-03-05,Nublado
Envigado,San Antonio,Cable,11.6,Viernes,23,0,0,47.8,0,0,2025-08-08,Soleado
La Estrella,Industriales,Bus,9.0,Lunes,20,0,0,17.7,2800,0,2025-09-22,Soleado
San Javier,Exposiciones,Bus,4.1,Domingo,16,0,1,5.5,2800,0,2025-06-15,Nublado
Poblado,Itagui,Caminando,2.2,Domingo,19,1,1,9.3,0,1,2025-07-13,Lluvia
La Estrella,Ayura,Taxi,7.4,Lunes,22,0,0,39.3,9420,1,2025-03-17,Nublado
Exposiciones,San Antonio,Cable,11.5,Lunes,1,0,0,34.8,0,1,2025-03-17,Lluvia
Exposiciones,Envigado,Caminando,4.3,Domingo,23,0,1,10.7,0,1,2025-07-13,Nublado
Alpujarra,Aguacatala,Cable,7.3,Sabado,15,0,1,15.5,0,0,2025-02-15,Lluvia
Alpujarra,Aguacatala,Cable,13.5,Viernes,5,0,0,44.7,0,0,2025-08-08,Lluvia
Santa Lucia,Bello,Caminando,12.4,Martes,17,1,0,57.8,0,0,2025-11-11,Lluvia
Sabaneta,Prado,Taxi,12.8,Sabado,7,1,1,77.7,16488,0,2025-11-29,Nublado
Poblado,Estadio,Cable,7.7,Sabado,0,0,1,18.6,0,1,2025-05-10,Lluvia
Tricentenario,Niquia,Cable,2.1,Lunes,14,1,0,11.5,0,1,2025-08-04,Soleado
San Antonio,Suramericana,Cable,1.8,Jueves,20,0,0,6.6,0,0,2025-04-17,Soleado
Itagui,Prado,Metro,6.0,Martes,11,1,0,9.5,3840,1,2025-07-29,Lluvia
San Antonio,Hospital,Caminando,6.1,Viernes,20,0,0,19.7,0,1,2025-06-20,Nublado
Industriales,Poblado,Metro,13.1,Jueves,21,0,0,10.7,3200,0,2025-11-20,Soleado
Madera,Bello,Bus,12.5,Sabado,18,1,1,18.4,3360,0,2025-06-07,Tormenta
Cisneros,San Antonio,Metro,10.6,Viernes,17,1,0,15.3,3840,0,2025-02-14,Lluvia
Exposiciones,Poblado,Metro,7.6,Lunes,23,0,0,7.7,3200,0,2025-06-09,Tormenta
Ayura,Aguacatala,Metro,11.3,Sabado,23,0,1,8.0,3200,0,2025-05-24,Tormenta
Envigado,Tricentenario,Caminando,11.0,Jueves,23,0,0,36.1,0,0,2025-01-09,Lluvia
Niquia,Envigado,Caminando,10.8,Martes,8,1,0,104.0,0,0,2025-02-04,Tormenta
Industriales,Parque Berrio,Metro,10.5,Miercoles,8,1,0,17.5,3840,0,2025-06-11,Soleado
Prado,Bello,Taxi,8.4,Martes,6,1,0,62.2,12264,0,2025-02-04,Nublado
Universidad,Itagui,Caminando,11.3,Domingo,8,1,1,41.5,0,0,2025-02-16,Lluvia
Cisneros,Tricentenario,Metro,4.9,Lunes,10,0,0,4.0,3200,0,2025-04-07,Nublado
Floresta,Hospital,Caminando,12.7,Jueves,20,0,0,54.9,0,0,2025-09-04,Tormenta
Industriales,Parque Berrio,Cable,3.9,Miercoles,9,0,0,16.7,0,1,2025-09-03,Nublado
Niquia,Caribe,Taxi,4.7,Domingo,11,1,1,31.4,8712,0,2025-09-21,Soleado
Alpujarra,Universidad,Caminando,9.9,Sabado,17,1,1,39.7,0,0,2025-09-27,Lluvia
Sabaneta,Cisneros,Caminando,10.9,Jueves,18,1,0,62.1,0,0,2025-01-30,Tormenta
San Antonio,Exposiciones,Caminando,5.8,Miercoles,12,1,0,32.2,0,1,2025-02-26,Soleado
Itagui,Hospital,Taxi,8.7,Martes,18,1,0,117.6,12552,1,2025-09-30,Soleado
Cisneros,Prado,Cable,10.9,Lunes,8,1,0,70.4,0,0,2025-04-07,Soleado
Santa Lucia,Sabaneta,Taxi,14.7,Miercoles,14,1,0,134.9,18312,0,2025-10-22,Soleado
Caribe,Madera,Caminando,13.7,Martes,4,0,0,43.3,0,1,2025-06-10,Tormenta
Madera,Hospital,Bus,6.1,Miercoles,10,0,0,12.4,2800,0,2025-02-12,Soleado
Universidad,Bello,Taxi,7.2,Domingo,0,0,1,21.3,9260,0,2025-06-01,Tormenta
Alpujarra,La Estrella,Caminando,5.5,Jueves,21,0,0,18.4,0,0,2025-06-05,Lluvia
San Antonio,Parque Berrio,Metro,9.4,Lunes,23,0,0,8.0,3200,0,2025-10-13,Lluvia
San Antonio,Tricentenario,Metro,14.1,Sabado,9,0,1,12.4,3200,1,2025-08-02,Soleado
Santa Lucia,Estadio,Cable,1.2,Martes,12,1,0,7.5,0,0,2025-11-25,Nublado
Caribe,Santa Lucia,Taxi,6.7,Lunes,23,0,0,29.2,8860,0,2025-03-10,Nublado
San Javier,Madera,Cable,3.4,Miercoles,20,0,0,13.5,0,0,2025-07-02,Tormenta
Tricentenario,Niquia,Caminando,8.0,Jueves,20,0,0,32.0,0,0,2025-04-10,Soleado
Alpujarra,Sabaneta,Bus,7.9,Jueves,21,0,0,15.5,2800,0,2025-03-13,Nublado
Caribe,Tricentenario,Metro,13.8,Viernes,20,0,0,12.9,3200,0,2025-01-24,Nublado
Prado,Cisneros,Bus,3.0,Domingo,14,1,1,5.1,3360,1,2025-10-12,Soleado
San Antonio,Santa Lucia,Caminando,13.8,Martes,0,0,0,58.6,0,0,2025-11-25,Soleado
Parque Berrio,Itagui,Metro,1.2,Domingo,5,0,1,1.0,3200,0,2025-03-30,Lluvia
Poblado,Cisneros,Cable,1.6,Domingo,19,1,1,6.1,0,1,2025-12-21,Lluvia
Industriales,Exposiciones,Taxi,13.6,Martes,1,0,0,65.6,14380,0,2025-04-15,Nublado
Hospital,Envigado,Caminando,11.2,Martes,16,0,0,37.0,0,0,2025-09-09,Nublado
Madera,Hospital,Cable,10.1,Jueves,1,0,0,41.8,0,0,2025-12-04,Soleado
Acevedo,Cisneros,Bus,13.9,Domingo,12,1,1,25.3,3360,0,2025-10-12,Tormenta
Madera,Suramericana,Caminando,8.1,Miercoles,0,0,0,24.4,0,0,2025-11-12,Lluvia
Ayura,Sabaneta,Taxi,14.3,Martes,17,1,0,116.3,17928,0,2025-05-06,Soleado
Prado,Aguacatala,Caminando,5.3,Sabado,11,1,1,16.0,0,0,2025-01-25,Soleado
Floresta,Industriales,Cable,12.5,Lunes,20,0,0,40.2,0,0,2025-04-21,Tormenta
Aguacatala,Niquia,Caminando,12.4,Domingo,16,0,1,30.8,0,0,2025-05-11,Lluvia
Exposiciones,Floresta,Bus,11.8,Viernes,5,0,0,25.0,2800,1,2025-10-31,Nublado
Ayura,Caribe,Caminando,3.2,Miercoles,3,0,0,25.2,0,0,2025-01-01,Tormenta
Envigado,Estadio,Taxi,13.7,Lunes,13,1,0,115.0,17352,0,2025-12-15,Tormenta
Prado,Alpujarra,Caminando,11.3,Miercoles,15,0,0,41.0,0,0,2025-04-23,Nublado
Madera,Prado,Taxi,14.1,Sabado,6,1,1,71.2,17736,0,2025-11-22,Lluvia
Sabaneta,San Javier,Bus,4.8,Lunes,22,0,0,9.2,2800,1,2025-09-15,Soleado
Santa Lucia,La Estrella,Taxi,7.0,Sabado,12,1,1,35.3,10920,0,2025-09-27,Soleado
