estacion,dia_semana,hora,es_hora_pico,es_finde_semana,afluencia_1,afluencia_2,afluencia_3,afluencia_4,afluencia_promedio,capacidad_estacion,porcentaje_ocupacion,tiempo_espera_min,nivel_congestion,clima,evento_especial
Hospital,Domingo,8,1,1,1337,1467,1339,1304,1361.8,5000,27.2,15.3,Bajo,Nublado,0
Envigado,Sabado,18,1,1,897,1760,2657,1935,1812.2,5000,36.2,5.0,Bajo,Soleado,1
Tricentenario,Viernes,12,1,0,1062,765,2157,2229,1553.2,5000,31.1,6.9,Bajo,Lluvia,1
Niquia,Jueves,9,0,0,1584,2425,2470,870,1837.2,5000,36.7,6.4,Bajo,Lluvia,0
Cisneros,Lunes,14,1,0,3731,3110,1647,1669,2539.2,5000,50.8,10.0,Medio,Soleado,0
San Javier,Lunes,5,0,0,545,362,357,286,387.5,5000,7.8,9.4,Bajo,Lluvia,0
Industriales,Miercoles,3,0,0,316,324,468,548,414.0,5000,8.3,12.2,Bajo,Nublado,1
Universidad,Sabado,7,1,1,683,1605,2068,1370,1431.5,5000,28.6,13.6,Bajo,Soleado,0
Envigado,Miercoles,8,1,0,3005,879,2294,1700,1969.5,5000,39.4,14.1,Bajo,Soleado,0
San Antonio,Sabado,16,0,1,1467,1425,1122,528,1135.5,5000,22.7,13.2,Bajo,Soleado,0
Poblado,Martes,20,0,0,1620,2706,2026,2373,2181.2,5000,43.6,2.0,Bajo,Soleado,1
Prado,Miercoles,14,1,0,2466,3341,1091,2977,2468.8,5000,49.4,12.7,Bajo,Tormenta,0
Ayura,Viernes,2,0,0,259,749,229,308,386.2,5000,7.7,5.4,Bajo,Soleado,0
Caribe,Jueves,0,0,0,174,508,126,191,249.8,5000,5.0,9.8,Bajo,Tormenta,0
Niquia,Martes,14,1,0,2291,3847,4963,1584,3171.2,5000,63.4,11.8,Medio,Tormenta,0
Sabaneta,Domingo,14,1,1,1901,800,765,2090,1389.0,5000,27.8,7.3,Bajo,Soleado,0
La Estrella,Sabado,15,0,1,1117,764,608,737,806.5,5000,16.1,6.9,Bajo,Lluvia,0
Aguacatala,Miercoles,18,1,0,1320,1693,2215,1164,1598.0,5000,32.0,18.9,Bajo,Tormenta,0
Acevedo,Domingo,4,0,1,584,322,795,199,475.0,5000,9.5,2.2,Bajo,Lluvia,0
Cisneros,Domingo,21,0,1,1028,582,778,604,748.0,5000,15.0,10.1,Bajo,Lluvia,0
Itagui,Lunes,19,1,0,2262,2097,2174,2064,2149.2,5000,43.0,5.6,Bajo,Lluvia,0
Floresta,Jueves,19,1,0,3464,1732,1348,2517,2265.2,5000,45.3,15.4,Bajo,Nublado,0
Tricentenario,Domingo,13,1,1,605,1188,1450,927,1042.5,5000,20.8,7.0,Bajo,Tormenta,0
Cisneros,Domingo,10,0,1,452,573,280,377,420.5,5000,8.4,8.8,Bajo,Nublado,0
Estadio,Viernes,1,0,0,445,256,220,565,371.5,5000,7.4,7.1,Bajo,Nublado,0
Caribe,Domingo,13,1,1,2094,1155,486,1192,1231.8,5000,24.6,4.4,Bajo,Lluvia,0
Tricentenario,Sabado,8,1,1,736,806,1535,1578,1163.8,5000,23.3,18.3,Bajo,Lluvia,0
San Javier,Sabado,23,0,1,163,220,184,277,211.0,5000,4.2,12.8,Bajo,Nublado,0
Bello,Martes,19,1,0,2331,2548,3475,3104,2864.5,5000,57.3,19.5,Medio,Tormenta,0
Sabaneta,Sabado,19,1,1,540,1272,763,734,827.2,5000,16.5,11.4,Bajo,Tormenta,1
Suramericana,Jueves,5,0,0,329,626,265,284,376.0,5000,7.5,12.2,Bajo,Soleado,1
Industriales,Domingo,9,0,1,1231,972,810,900,978.2,5000,19.6,9.0,Bajo,Tormenta,1
Alpujarra,Lunes,21,0,0,1761,3938,3480,1268,2611.8,5000,52.2,4.1,Medio,Nublado,1
Floresta,Domingo,13,1,1,431,1016,866,960,818.2,5000,16.4,5.1,Bajo,Lluvia,0
La Estrella,Sabado,8,1,1,1704,2221,1032,684,1410.2,5000,28.2,12.4,Bajo,Lluvia,1
Industriales,Lunes,19,1,0,2031,1422,2266,1385,1776.0,5000,35.5,7.5,Bajo,Soleado,0
Itagui,Jueves,12,1,0,2473,1646,1210,1237,1641.5,5000,32.8,10.0,Bajo,Tormenta,1
Industriales,Miercoles,5,0,0,554,378,335,195,365.5,5000,7.3,11.2,Bajo,Soleado,0
Universidad,Sabado,21,0,1,908,1172,506,618,801.0,5000,16.0,5.7,Bajo,Lluvia,0
Estadio,Miercoles,11,1,0,1049,3144,2352,1199,1936.0,5000,38.7,19.0,Bajo,Soleado,0
Caribe,Miercoles,20,0,0,2238,2150,1433,417,1559.5,5000,31.2,13.0,Bajo,Nublado,1
Poblado,Jueves,3,0,0,925,920,1118,757,930.0,5000,18.6,4.0,Bajo,Tormenta,1
Santa Lucia,Domingo,23,0,1,156,210,162,330,214.5,5000,4.3,6.4,Bajo,Nublado,0
Envigado,Sabado,6,1,1,2031,800,667,1005,1125.8,5000,22.5,10.1,Bajo,Lluvia,0
San Antonio,Lunes,6,1,0,2825,2428,2904,4893,3262.5,5000,65.2,21.1,Medio,Soleado,0
Acevedo,Miercoles,8,1,0,6592,4852,6145,4239,5457.0,5000,109.1,8.5,Alto,Nublado,0
La Estrella,Miercoles,18,1,0,1807,1478,1002,2612,1724.8,5000,34.5,6.6,Bajo,Nublado,1
Estadio,Viernes,6,1,0,1265,1083,999,3635,1745.5,5000,34.9,18.9,Bajo,Soleado,0
Cisneros,Domingo,4,0,1,451,190,250,132,255.8,5000,5.1,3.1,Bajo,Tormenta,0
Caribe,Sabado,7,1,1,1596,1309,2405,986,1574.0,5000,31.5,9.8,Bajo,Soleado,0
Parque Berrio,Miercoles,19,1,0,1515,2172,2646,2212,2136.2,5000,42.7,5.8,Bajo,Tormenta,0
Ayura,Lunes,17,1,0,1230,3686,1607,2557,2270.0,5000,45.4,6.2,Bajo,Lluvia,1
Envigado,Jueves,3,0,0,294,722,407,474,474.2,5000,9.5,3.9,Bajo,Lluvia,0
San Javier,Lunes,1,0,0,308,209,137,153,201.8,5000,4.0,3.4,Bajo,Soleado,1
Bello,Martes,0,0,0,726,529,367,336,489.5,5000,9.8,6.9,Bajo,Soleado,1
Floresta,Jueves,4,0,0,571,601,199,449,455.0,5000,9.1,14.6,Bajo,Tormenta,0
Itagui,Miercoles,16,0,0,726,1406,1585,1455,1293.0,5000,25.9,13.3,Bajo,Lluvia,0
San Javier,Sabado,12,1,1,1234,1576,2435,1739,1746.0,5000,34.9,8.6,Bajo,Lluvia,0
San Javier,Martes,9,0,0,768,2023,1457,1021,1317.2,5000,26.3,7.5,Bajo,Lluvia,0
Acevedo,Domingo,13,1,1,1857,2781,3851,2703,2798.0,5000,56.0,9.7,Medio,Nublado,0
Cisneros,Lunes,2,0,0,623,197,225,611,414.0,5000,8.3,9.2,Bajo,Lluvia,0
Exposiciones,Domingo,9,0,1,2618,2330,2549,1652,2287.2,5000,45.7,5.8,Bajo,Tormenta,0
Industriales,Miercoles,7,1,0,1844,1296,2572,3049,2190.2,5000,43.8,3.2,Bajo,Soleado,0
Tricentenario,Sabado,2,0,1,190,139,184,120,158.2,5000,3.2,10.2,Bajo,Soleado,0
Floresta,Domingo,14,1,1,836,1410,1205,679,1032.5,5000,20.6,17.2,Bajo,Nublado,1
Alpujarra,Jueves,20,0,0,2465,2253,1047,1782,1886.8,5000,37.7,10.8,Bajo,Nublado,1
Envigado,Domingo,11,1,1,2118,1841,1224,1738,1730.2,5000,34.6,15.4,Bajo,Lluvia,0
Hospital,Viernes,16,0,0,1751,1167,1362,2036,1579.0,5000,31.6,6.0,Bajo,Soleado,1
Parque Berrio,Domingo,2,0,1,798,302,503,474,519.2,5000,10.4,7.6,Bajo,Soleado,0
Aguacatala,Jueves,10,0,0,1265,756,696,1403,1030.0,5000,20.6,6.9,Bajo,Nublado,0
Hospital,Lunes,15,0,0,1779,1895,1009,1112,1448.8,5000,29.0,12.3,Bajo,Soleado,0
Floresta,Miercoles,14,1,0,2809,2036,1060,1409,1828.5,5000,36.6,11.9,Bajo,Soleado,0
Niquia,Lunes,21,0,0,3187,1234,3549,2476,2611.5,5000,52.2,3.4,Medio,Lluvia,1
Floresta,Miercoles,4,0,0,297,206,273,738,378.5,5000,7.6,3.2,Bajo,Soleado,0
Estadio,Jueves,20,0,0,1095,1630,764,727,1054.0,5000,21.1,3.5,Bajo,Lluvia,0
Suramericana,Martes,7,1,0,1878,3385,3441,1390,2523.5,5000,50.5,11.2,Medio,Soleado,0
Poblado,Jueves,0,0,0,1155,1354,723,644,969.0,5000,19.4,3.6,Bajo,Nublado,1
Hospital,Miercoles,23,0,0,448,335,267,335,346.2,5000,6.9,7.0,Bajo,Soleado,0
Parque Berrio,Martes,5,0,0,371,406,342,354,368.2,5000,7.4,12.9,Bajo,Lluvia,0
Parque Berrio,Jueves,13,1,0,3553,2148,962,2626,2322.2,5000,46.4,11.2,Bajo,Soleado,1
Itagui,Domingo,22,0,1,403,1031,845,663,735.5,5000,14.7,12.9,Bajo,Nublado,0
Suramericana,Lunes,18,1,0,1541,2559,1837,2145,2020.5,5000,40.4,5.4,Bajo,Soleado,1
Industriales,Miercoles,12,1,0,1217,3573,3098,2863,2687.8,5000,53.8,11.2,Medio,Tormenta,0
Tricentenario,Lunes,7,1,0,2574,1504,1558,1922,1889.5,5000,37.8,12.2,Bajo,Nublado,1
San Antonio,Domingo,12,1,1,3094,2222,2748,4179,3060.8,5000,61.2,6.7,Medio,Lluvia,1
Envigado,Sabado,7,1,1,814,1787,680,1096,1094.2,5000,21.9,8.5,Bajo,Soleado,0
Poblado,Miercoles,4,0,0,357,691,722,853,655.8,5000,13.1,4.3,Bajo,Tormenta,0
La Estrella,Domingo,7,1,1,1952,1531,916,985,1346.0,5000,26.9,15.2,Bajo,Nublado,1
Bello,Miercoles,22,0,0,1692,1075,848,483,1024.5,5000,20.5,13.5,Bajo,Tormenta,0
Universidad,Viernes,4,0,0,392,185,575,462,403.5,5000,8.1,9.7,Bajo,Soleado,0
Hospital,Domingo,1,0,1,128,125,271,107,157.8,5000,3.2,10.9,Bajo,Lluvia,0
Universidad,Lunes,4,0,0,510,214,185,230,284.8,5000,5.7,5.9,Bajo,Tormenta,0
Parque Berrio,Miercoles,3,0,0,465,274,221,451,352.8,5000,7.1,14.8,Bajo,Lluvia,0
Alpujarra,Lunes,6,1,0,1945,2664,3751,6600,3740.0,5000,74.8,5.2,Medio,Nublado,0
Hospital,Miercoles,13,1,0,1272,1486,2882,3574,2303.5,5000,46.1,15.9,Bajo,Lluvia,0
Envigado,Lunes,9,0,0,833,835,900,1080,912.0,5000,18.2,3.8,Bajo,Nublado,0
Suramericana,Jueves,9,0,0,2000,1902,981,696,1394.8,5000,27.9,6.6,Bajo,Soleado,0
Poblado,Martes,6,1,0,8336,5908,6057,7477,6944.5,5000,138.9,20.7,Alto,Tormenta,0
Acevedo,Sabado,16,0,1,1882,1230,1085,1189,1346.5,5000,26.9,11.6,Bajo,Lluvia,1
Caribe,Jueves,4,0,0,342,193,344,161,260.0,5000,5.2,12.6,Bajo,Tormenta,0
Hospital,Miercoles,18,1,0,1338,2712,4354,2052,2614.0,5000,52.3,7.2,Medio,Lluvia,0
Floresta,Viernes,19,1,0,3097,952,1463,1920,1858.0,5000,37.2,20.9,Bajo,Lluvia,0
Niquia,Jueves,20,0,0,1220,1338,924,3931,1853.2,5000,37.1,11.8,Bajo,Tormenta,0
Acevedo,Miercoles,16,0,0,2977,1805,3224,1271,2319.2,5000,46.4,8.7,Bajo,Soleado,0
Caribe,Miercoles,12,1,0,2310,1153,723,2845,1757.8,5000,35.2,17.3,Bajo,Soleado,0
Cisneros,Viernes,19,1,0,3117,1972,907,1484,1870.0,5000,37.4,4.5,Bajo,Nublado,0
Sabaneta,Jueves,3,0,0,427,287,509,203,356.5,5000,7.1,11.2,Bajo,Tormenta,0
Prado,Miercoles,15,0,0,1102,1266,882,1020,1067.5,5000,21.3,7.5,Bajo,Nublado,1
San Javier,Viernes,23,0,0,157,454,374,275,315.0,5000,6.3,8.8,Bajo,Soleado,0
Santa Lucia,Miercoles,21,0,0,1618,1557,2274,1411,1715.0,5000,34.3,7.9,Bajo,Lluvia,0
Aguacatala,Domingo,15,0,1,1038,452,567,594,662.8,5000,13.3,6.2,Bajo,Lluvia,1
Parque Berrio,Martes,3,0,0,417,126,402,357,325.5,5000,6.5,4.4,Bajo,Soleado,0
Bello,Lunes,5,0,0,566,279,405,351,400.2,5000,8.0,4.6,Bajo,Soleado,1
Industriales,Lunes,10,0,0,1265,750,1662,991,1167.0,5000,23.3,13.1,Bajo,Soleado,0
Poblado,Martes,15,0,0,3226,853,1584,2313,1994.0,5000,39.9,5.6,Bajo,Nublado,0
Suramericana,Domingo,10,0,1,345,1298,1172,580,848.8,5000,17.0,2.3,Bajo,Tormenta,0
Prado,Jueves,1,0,0,133,338,635,467,393.2,5000,7.9,4.9,Bajo,Tormenta,0
Sabaneta,Sabado,9,0,1,597,586,527,958,667.0,5000,13.3,10.9,Bajo,Nublado,1
Itagui,Domingo,18,1,1,1533,1188,1336,1157,1303.5,5000,26.1,12.2,Bajo,Nublado,0
Floresta,Jueves,10,0,0,1766,1377,1518,1201,1465.5,5000,29.3,7.9,Bajo,Soleado,0
Bello,Domingo,23,0,1,180,164,240,228,203.0,5000,4.1,10.8,Bajo,Lluvia,0
Santa Lucia,Jueves,4,0,0,475,467,630,534,526.5,5000,10.5,12.1,Bajo,Tormenta,0
Aguacatala,Sabado,23,0,1,159,128,118,150,138.8,5000,2.8,11.4,Bajo,Lluvia,1
Hospital,Domingo,5,0,1,133,131,78,194,134.0,5000,2.7,7.1,Bajo,Nublado,0
Bello,Martes,18,1,0,1209,1478,1740,3797,2056.0,5000,41.1,3.7,Bajo,Tormenta,0
Santa Lucia,Lunes,8,1,0,2675,2109,2533,1160,2119.2,5000,42.4,16.8,Bajo,Nublado,0
Envigado,Viernes,15,0,0,570,1230,1917,1446,1290.8,5000,25.8,4.0,Bajo,Nublado,1
Bello,Jueves,16,0,0,813,650,1151,1470,1021.0,5000,20.4,10.3,Bajo,Tormenta,0
Hospital,Miercoles,2,0,0,453,463,654,486,514.0,5000,10.3,6.9,Bajo,Soleado,0
Acevedo,Viernes,12,1,0,4589,2121,3105,2383,3049.5,5000,61.0,17.8,Medio,Nublado,1
Madera,Viernes,20,0,0,1477,556,1178,706,979.2,5000,19.6,6.7,Bajo,Lluvia,0
San Antonio,Jueves,19,1,0,3433,2213,8059,4985,4672.5,5000,93.5,3.3,Alto,Tormenta,0
Tricentenario,Jueves,19,1,0,1721,2977,1937,2375,2252.5,5000,45.1,3.9,Bajo,Soleado,0
Exposiciones,Domingo,0,0,1,340,957,337,543,544.2,5000,10.9,4.1,Bajo,Lluvia,0
Hospital,Sabado,22,0,1,1479,570,928,669,911.5,5000,18.2,12.3,Bajo,Tormenta,1
Santa Lucia,Lunes,3,0,0,241,365,214,633,363.2,5000,7.3,14.0,Bajo,Nublado,0
Sabaneta,Sabado,15,0,1,715,1142,592,1357,951.5,5000,19.0,11.3,Bajo,Tormenta,0
Suramericana,Sabado,18,1,1,2224,499,684,696,1025.8,5000,20.5,4.4,Bajo,Soleado,0
Industriales,Miercoles,6,1,0,3391,2627,2460,2438,2729.0,5000,54.6,6.9,Medio,Nublado,0
Santa Lucia,Miercoles,5,0,0,509,251,346,249,338.8,5000,6.8,3.0,Bajo,Nublado,0
Bello,Sabado,8,1,1,1029,1194,1823,1510,1389.0,5000,27.8,19.7,Bajo,Nublado,0
Exposiciones,Lunes,19,1,0,2954,1940,2948,3047,2722.2,5000,54.4,14.0,Medio,Tormenta,0
Acevedo,Sabado,22,0,1,1591,1718,527,1320,1289.0,5000,25.8,5.6,Bajo,Nublado,0
Sabaneta,Martes,9,0,0,1332,1211,1918,736,1299.2,5000,26.0,3.1,Bajo,Nublado,1
Exposiciones,Sabado,2,0,1,840,500,788,277,601.2,5000,12.0,10.0,Bajo,Soleado,1
Industriales,Viernes,5,0,0,480,185,138,226,257.2,5000,5.1,2.8,Bajo,Soleado,0
Parque Berrio,Miercoles,15,0,0,558,1750,1138,1460,1226.5,5000,24.5,10.1,Bajo,Tormenta,0
Niquia,Jueves,14,1,0,4541,2117,7358,5811,4956.8,5000,99.1,17.1,Alto,Tormenta,1
Universidad,Domingo,22,0,1,429,862,375,918,646.0,5000,12.9,6.2,Bajo,Lluvia,0
Cisneros,Sabado,3,0,1,103,298,112,186,174.8,5000,3.5,2.8,Bajo,Tormenta,0
Floresta,Viernes,19,1,0,1874,1348,3393,2146,2190.2,5000,43.8,20.3,Bajo,Tormenta,0
Itagui,Sabado,16,0,1,771,627,722,427,636.8,5000,12.7,11.8,Bajo,Tormenta,0
Parque Berrio,Martes,4,0,0,224,240,197,650,327.8,5000,6.6,12.3,Bajo,Soleado,1
Suramericana,Martes,16,0,0,1107,1164,1428,1349,1262.0,5000,25.2,3.8,Bajo,Tormenta,1
Santa Lucia,Jueves,3,0,0,350,355,166,410,320.2,5000,6.4,12.2,Bajo,Lluvia,1
Universidad,Miercoles,0,0,0,370,223,433,447,368.2,5000,7.4,8.1,Bajo,Lluvia,0
Universidad,Domingo,19,1,1,1416,1605,2469,1401,1722.8,5000,34.5,19.0,Bajo,Nublado,0
San Javier,Martes,23,0,0,328,430,409,551,429.5,5000,8.6,13.2,Bajo,Nublado,0
Floresta,Lunes,19,1,0,1333,1878,1350,1523,1521.0,5000,30.4,13.6,Bajo,Tormenta,1
Prado,Domingo,17,1,1,2511,1889,2581,1778,2189.8,5000,43.8,10.8,Bajo,Lluvia,0
Acevedo,Lunes,15,0,0,1059,3232,1151,2272,1928.5,5000,38.6,13.3,Bajo,Tormenta,0
Suramericana,Miercoles,20,0,0,1052,1507,641,1341,1135.2,5000,22.7,5.6,Bajo,Nublado,1
Madera,Viernes,10,0,0,1540,1039,1312,1426,1329.2,5000,26.6,2.8,Bajo,Soleado,0
La Estrella,Domingo,3,0,1,216,113,317,168,203.5,5000,4.1,3.3,Bajo,Lluvia,0
Ayura,Viernes,23,0,0,630,156,441,323,387.5,5000,7.8,9.5,Bajo,Nublado,1
Universidad,Viernes,22,0,0,1097,1518,720,1402,1184.2,5000,23.7,11.0,Bajo,Lluvia,0
Alpujarra,Miercoles,15,0,0,1173,909,1256,1415,1188.2,5000,23.8,7.6,Bajo,Lluvia,1
Aguacatala,Sabado,15,0,1,471,279,821,813,596.0,5000,11.9,6.5,Bajo,Lluvia,1
Sabaneta,Lunes,23,0,0,237,420,496,519,418.0,5000,8.4,3.2,Bajo,Nublado,0
Universidad,Sabado,5,0,1,374,278,329,284,316.2,5000,6.3,9.6,Bajo,Tormenta,0
Sabaneta,Jueves,20,0,0,1401,1567,704,1183,1213.8,5000,24.3,6.9,Bajo,Soleado,1
Madera,Miercoles,16,0,0,1621,1931,1204,586,1335.5,5000,26.7,5.4,Bajo,Lluvia,0
Sabaneta,Sabado,8,1,1,623,1256,1435,1676,1247.5,5000,24.9,18.9,Bajo,Lluvia,0
Exposiciones,Martes,12,1,0,2729,865,1835,1037,1616.5,5000,32.3,10.2,Bajo,Soleado,0
Aguacatala,Miercoles,0,0,0,281,371,153,447,313.0,5000,6.3,7.8,Bajo,Soleado,0
Hospital,Miercoles,23,0,0,482,271,475,429,414.2,5000,8.3,5.3,Bajo,Tormenta,0
Universidad,Jueves,18,1,0,2826,1975,3315,2251,2591.8,5000,51.8,4.9,Medio,Tormenta,1
Parque Berrio,Viernes,8,1,0,1489,2583,3629,676,2094.2,5000,41.9,3.2,Bajo,Lluvia,0
Alpujarra,Jueves,7,1,0,9234,1810,5365,3795,5051.0,5000,101.0,21.0,Alto,Tormenta,1
Niquia,Miercoles,22,0,0,2083,1233,3763,1541,2155.0,5000,43.1,6.7,Bajo,Tormenta,0
Estadio,Sabado,4,0,1,145,148,119,168,145.0,5000,2.9,14.2,Bajo,Soleado,0
Estadio,Miercoles,1,0,0,532,258,254,291,333.8,5000,6.7,2.2,Bajo,Nublado,1
La Estrella,Miercoles,8,1,0,3938,1728,2942,4325,3233.2,5000,64.7,5.5,Medio,Soleado,1
Tricentenario,Sabado,17,1,1,1284,2533,1030,779,1406.5,5000,28.1,6.8,Bajo,Tormenta,0
Suramericana,Jueves,4,0,0,145,419,348,125,259.2,5000,5.2,6.6,Bajo,Lluvia,1
Estadio,Sabado,12,1,1,1691,1133,712,662,1049.5,5000,21.0,20.2,Bajo,Lluvia,0
Envigado,Lunes,21,0,0,1045,542,1094,1698,1094.8,5000,21.9,5.4,Bajo,Nublado,0
Parque Berrio,Lunes,12,1,0,2490,3927,3440,2575,3108.0,5000,62.2,18.0,Medio,Tormenta,1
Caribe,Miercoles,13,1,0,3814,2272,2948,1636,2667.5,5000,53.3,20.8,Medio,Nublado,0
Santa Lucia,Domingo,15,0,1,442,507,721,398,517.0,5000,10.3,12.4,Bajo,Nublado,0
Alpujarra,Lunes,9,0,0,3872,2764,1547,3570,2938.2,5000,58.8,14.9,Medio,Soleado,0
Acevedo,Miercoles,5,0,0,734,1126,347,451,664.5,5000,13.3,2.4,Bajo,Nublado,0
Envigado,Lunes,7,1,0,1095,2248,2378,3269,2247.5,5000,45.0,20.0,Bajo,Soleado,1
Caribe,Sabado,15,0,1,456,406,1229,1076,791.8,5000,15.8,4.2,Bajo,Soleado,0
Prado,Sabado,12,1,1,2310,1066,1382,777,1383.8,5000,27.7,12.6,Bajo,Nublado,0
Parque Berrio,Miercoles,4,0,0,284,368,229,170,262.8,5000,5.3,13.5,Bajo,Soleado,0
Envigado,Miercoles,20,0,0,731,724,1034,2109,1149.5,5000,23.0,4.5,Bajo,Soleado,0
Aguacatala,Martes,12,1,0,2966,2292,2002,2134,2348.5,5000,47.0,21.1,Bajo,Lluvia,0
Parque Berrio,Domingo,12,1,1,3029,2218,3111,3075,2858.2,5000,57.2,21.0,Medio,Soleado,0
Cisneros,Sabado,14,1,1,852,1934,1295,588,1167.2,5000,23.3,21.1,Bajo,Soleado,0
Universidad,Miercoles,12,1,0,1060,1007,1571,1069,1176.8,5000,23.5,22.3,Bajo,Lluvia,0
Hospital,Jueves,23,0,0,258,388,383,553,395.5,5000,7.9,11.1,Bajo,Nublado,0
Sabaneta,Sabado,1,0,1,244,280,351,223,274.5,5000,5.5,14.5,Bajo,Soleado,0
Ayura,Miercoles,21,0,0,866,1388,2054,780,1272.0,5000,25.4,5.0,Bajo,Nublado,0
Aguacatala,Viernes,13,1,0,2082,1368,1203,2402,1763.8,5000,35.3,13.4,Bajo,Soleado,0
Niquia,Viernes,10,0,0,4609,1340,3104,1973,2756.5,5000,55.1,13.0,Medio,Lluvia,0
San Javier,Martes,13,1,0,817,3249,1028,3047,2035.2,5000,40.7,12.4,Bajo,Lluvia,1
Suramericana,Domingo,12,1,1,922,949,1309,1203,1095.8,5000,21.9,14.0,Bajo,Nublado,0
Floresta,Jueves,10,0,0,393,1799,1600,1038,1207.5,5000,24.1,9.6,Bajo,Lluvia,1
San Antonio,Lunes,3,0,0,336,822,467,1140,691.2,5000,13.8,6.1,Bajo,Tormenta,1
Universidad,Lunes,3,0,0,139,359,252,229,244.8,5000,4.9,15.0,Bajo,Soleado,0
Prado,Domingo,19,1,1,1513,508,2266,1242,1382.2,5000,27.6,4.1,Bajo,Nublado,0
Parque Berrio,Lunes,10,0,0,1362,1774,1538,662,1334.0,5000,26.7,14.7,Bajo,Soleado,0
Alpujarra,Martes,18,1,0,3040,6543,6169,3662,4853.5,5000,97.1,19.5,Alto,Tormenta,0
Envigado,Viernes,12,1,0,3942,3459,1886,3221,3127.0,5000,62.5,15.4,Medio,Nublado,1
Acevedo,Martes,2,0,0,1018,1108,513,776,853.8,5000,17.1,5.6,Bajo,Nublado,0
Floresta,Domingo,5,0,1,355,291,326,160,283.0,5000,5.7,5.4,Bajo,Lluvia,1
Bello,Jueves,21,0,0,1345,749,727,1773,1148.5,5000,23.0,12.5,Bajo,Lluvia,0
Tricentenario,Martes,8,1,0,2910,2549,1448,3587,2623.5,5000,52.5,15.5,Medio,Soleado,0
Floresta,Jueves,17,1,0,4103,3219,1136,2070,2632.0,5000,52.6,21.2,Medio,Nublado,1
Itagui,Martes,11,1,0,1037,2579,2452,1488,1889.0,5000,37.8,7.1,Bajo,Tormenta,1
Suramericana,Viernes,9,0,0,1052,1319,1551,672,1148.5,5000,23.0,6.8,Bajo,Tormenta,0
Suramericana,Lunes,17,1,0,1359,1423,1028,654,1116.0,5000,22.3,6.7,Bajo,Soleado,1
Suramericana,Miercoles,5,0,0,451,710,336,297,448.5,5000,9.0,12.0,Bajo,Lluvia,1
Itagui,Miercoles,14,1,0,2459,1609,3537,1006,2152.8,5000,43.1,14.0,Bajo,Soleado,0
Poblado,Viernes,11,1,0,3750,2183,3718,4430,3520.2,5000,70.4,3.4,Medio,Nublado,0
Caribe,Domingo,0,0,1,147,279,201,148,193.8,5000,3.9,14.5,Bajo,Nublado,0
Madera,Jueves,2,0,0,150,501,168,502,330.2,5000,6.6,14.0,Bajo,Tormenta,1
Suramericana,Jueves,19,1,0,2025,1403,796,2706,1732.5,5000,34.6,16.2,Bajo,Nublado,1
Niquia,Sabado,17,1,1,1452,2089,3037,2728,2326.5,5000,46.5,16.0,Bajo,Lluvia,0
Tricentenario,Domingo,19,1,1,2129,1831,1755,1389,1776.0,5000,35.5,3.6,Bajo,Tormenta,1
Itagui,Miercoles,2,0,0,388,312,177,483,340.0,5000,6.8,11.8,Bajo,Tormenta,0
Estadio,Domingo,9,0,1,1386,1506,858,966,1179.0,5000,23.6,2.3,Bajo,Lluvia,0
Exposiciones,Miercoles,11,1,0,3724,2020,1518,2933,2548.8,5000,51.0,6.9,Medio,Soleado,0
Madera,Viernes,4,0,0,385,619,303,543,462.5,5000,9.2,4.3,Bajo,Soleado,0
Industriales,Domingo,13,1,1,1426,1863,762,1450,1375.2,5000,27.5,12.0,Bajo,Lluvia,1
Alpujarra,Lunes,6,1,0,4291,1699,5486,3547,3755.8,5000,75.1,16.6,Medio,Tormenta,1
Suramericana,Viernes,2,0,0,479,158,396,516,387.2,5000,7.7,2.4,Bajo,Nublado,1
San Antonio,Jueves,23,0,0,401,448,332,890,517.8,5000,10.4,13.2,Bajo,Nublado,0
Ayura,Lunes,4,0,0,163,503,269,428,340.8,5000,6.8,12.9,Bajo,Tormenta,0
Caribe,Martes,13,1,0,3173,936,3778,3024,2727.8,5000,54.6,4.0,Medio,Tormenta,0
Poblado,Lunes,5,0,0,914,1043,1256,649,965.5,5000,19.3,5.3,Bajo,Soleado,0
Caribe,Jueves,16,0,0,867,1226,757,475,831.2,5000,16.6,8.2,Bajo,Nublado,1
Aguacatala,Lunes,16,0,0,861,2420,1736,2372,1847.2,5000,36.9,8.6,Bajo,Soleado,0
Caribe,Sabado,17,1,1,1852,804,1827,1687,1542.5,5000,30.9,16.5,Bajo,Soleado,0
Parque Berrio,Miercoles,20,0,0,1089,1117,1546,1017,1192.2,5000,23.8,14.9,Bajo,Nublado,0
Aguacatala,Viernes,11,1,0,2659,1793,2373,2314,2284.8,5000,45.7,8.2,Bajo,Soleado,0
Hospital,Domingo,3,0,1,158,291,132,337,229.5,5000,4.6,14.0,Bajo,Lluvia,0
Envigado,Jueves,7,1,0,2465,2382,1566,1212,1906.2,5000,38.1,15.9,Bajo,Tormenta,0
San Javier,Miercoles,12,1,0,1527,2805,2790,2459,2395.2,5000,47.9,11.9,Bajo,Lluvia,1
Acevedo,Miercoles,20,0,0,2663,2269,3102,1518,2388.0,5000,47.8,5.9,Bajo,Soleado,0
La Estrella,Miercoles,0,0,0,141,578,623,415,439.2,5000,8.8,11.8,Bajo,Nublado,0
